136842,7020001007390,21,0,2019-07-11,2019-07-04,株式会社アドラシオン,,301,北海道,札幌市中央区,北一条西２０丁目１番６－７１０号,,01,101,0640821,,,2019-07-04,01,,,2015-10-05,1,,,,,アドラシオン,0
20,1020001007124,01,0,2015-10-30,2015-10-05,株式会社英,,301,岩手県,花巻市,石鳥谷町新堀第６２地割１５２番地２,,03,205,0283111,,,,,,,2015-10-05,1,,,,,,0
17221,6020001003746,01,0,2015-10-30,2015-10-05,株式会社カナガワ丸商,,301,岩手県,盛岡市,盛岡駅前通３番１－１００２号,,03,201,0200034,,,,,,,2015-10-05,1,,,,,,0
24311,4020001005513,21,0,2017-01-31,2017-01-26,日野海洋開発株式会社,,301,宮城県,塩竈市,貞山通３丁目１番７号,,04,203,9850011,,,2017-01-26,01,,,2015-10-05,1,,,,,,0
20830,7020001006582,21,1,2019-03-07,2019-02-20,株式会社南洋舎,,301,山形県,酒田市,浜田１丁目７番２０号,,06,204,9980031,,,2019-02-20,11,2390001006674,平成３１年１月２１日山形県酒田市浜田一丁目７番２０号ロイヤルネットワーク株式会社（2390001006674）に合併し解散,2015-10-05,1,,,,,ナンヨウシャ,0
14903,3020001002189,12,0,2018-09-19,2018-09-14,田奈木材株式会社,,301,福島県,いわき市,内郷御台境町新町前１５番地の３,,07,204,9738409,,,,,,,2015-10-05,1,,,,,タナモクザイ,0
59254,9020001005723,01,0,2015-10-30,2015-10-05,株式会社横住,,301,福島県,双葉郡川内村,大字上川内字町分１７１－１,,07,544,9791201,,,,,,,2015-10-05,1,,,,,,0
37588,6020001005973,12,0,2019-10-25,2019-10-16,桜花商事株式会社,,301,栃木県,大田原市,加治屋９４番地８７３,,09,210,3240046,,,,,,,2015-10-05,1,,,,,オウカショウジ,0
52588,8020001004957,01,1,2018-06-14,2015-10-05,株式会社協和製作所,,301,栃木県,真岡市,松山町１８番地２,,09,209,3214346,,,,,,,2015-10-05,1,,,,,キョウワセイサクショ,0
50989,3020001003757,12,0,2015-12-24,2015-12-17,株式会社川治商会,,301,埼玉県,鴻巣市,愛の町３３１番地１,,11,217,3650068,,,,,,,2015-10-05,1,,,,,,0
