160,1120001218917,12,0,2020-05-27,2020-05-22,ｍａＲｕ株式会社,,301,北海道,有珠郡壮瞥町,字洞爺湖温泉５３－８,,01,575,0520107,,,,,,,2019-02-08,1,,,,,マル,0
68482,4120001212181,12,0,2018-05-15,2018-05-08,株式会社エージェントリソース,,301,北海道,札幌市中央区,北二条西４丁目１番地,,01,101,0600002,,,,,,,2018-03-23,1,,,,,エージェントリソース,0
182398,9120001211988,12,0,2018-09-13,2018-09-06,ＮＡＮＪ株式会社,,301,北海道,札幌市中央区,北一条西９丁目３番地２７第三古久根ビル６０１,,01,101,0600001,,,,,,,2018-03-14,1,,,,,ナンジェイ,0
44500,7120001210843,12,1,2020-05-19,2020-05-07,株式会社東北トレジャー・チェスト,,301,福島県,福島市,永井川字古寺３１番地の１１,,07,201,9601102,,,,,,,2018-01-22,1,,,,,トウホクトレジャーチェスト,0
45552,6120001213970,12,0,2019-08-20,2019-08-08,株式会社米田,,301,群馬県,太田市,由良町５７５－２,,10,205,3730036,,,,,,,2018-06-14,1,,,,,コメダ,0
43531,2120001211656,12,0,2019-05-29,2019-05-21,力能株式会社,,301,千葉県,八千代市,八千代台南１丁目１３番２７号－２０４号,,12,221,2760033,,,,,,,2018-02-27,1,,,,,リキノウ,0
86927,4120001214590,12,0,2020-05-11,2020-05-01,株式会社Ｐｒｏｆｉ,,301,千葉県,柏市,花野井１５３５番地３７,,12,217,2770812,,,,,,,2018-07-10,1,,,,,プロフィ,0
120298,1120001211095,12,0,2020-03-09,2020-03-04,株式会社アンドピープル,,301,東京都,港区,麻布十番３丁目５番４号,,13,103,1060045,,,,,,,2018-02-05,1,,,,,アンドピープル,0
120299,1120001214370,12,0,2019-06-05,2019-05-31,株式会社Ｌ＆Ｌ,,301,東京都,北区,浮間１丁目１番１４号リムジンビル３３９,,13,117,1150051,,,,,,,2018-07-02,1,,,,,エルアンドエル,0
120300,1120001215476,11,0,2020-03-05,2020-03-02,株式会社アクロビジョンビジネスサービス,,301,東京都,豊島区,東池袋１丁目３５番３号池袋センタービル８階,,13,116,1700013,,,,,,,2018-08-24,1,,,,,アクロビジョンビジネスサービス,0
120301,1120001216565,12,0,2019-06-26,2019-06-20,株式会社ＮＥＸＴ　ＳＴＡＧＥ,,301,東京都,千代田区,九段南１丁目５番６号りそな九段ビル５Ｆ,,13,101,1020074,,,,,,,2018-10-17,1,,,,,ネクストステージ,0
120302,1120001217381,12,0,2019-09-19,2019-09-13,源株式会社,,301,東京都,足立区,中央本町３丁目１７－１２－１０１０,,13,121,1210011,,,,,,,2018-11-27,1,,,,,ゲン,0
241450,2120001210229,12,0,2020-03-27,2020-03-25,ｍａｎｉａ株式会社,,301,東京都,目黒区,東山３丁目２－６－４０１,,13,110,1530043,,,,,,,2017-12-25,1,,,,,マニア,0
241451,2120001210798,12,0,2019-11-08,2019-11-01,千復株式会社,,301,東京都,千代田区,内神田１丁目１５－７－４０１号,,13,101,1010047,,,,,,,2018-01-19,1,,,,,センフク,0
241452,2120001211020,12,1,2019-08-20,2019-07-23,蒼樹株式会社,,301,東京都,墨田区,石原１丁目１８番７号,,13,107,1300011,,,,,,,2018-01-31,1,,,,,ソーウッド,0
241453,2120001212480,12,0,2018-09-25,2018-09-19,株式会社ＷｉＬＬｉＸ,,301,東京都,港区,麻布十番１丁目５番１０号アトラスビル４Ｆ,,13,103,1060045,,,,,,,2018-04-05,1,,,,,ウィリックス,0
241454,2120001214114,12,0,2019-10-09,2019-10-04,株式会社北堀江ガーデン,,301,東京都,品川区,上大崎１丁目１６番１５－３０３号,,13,109,1410021,,,,,,,2018-06-18,1,,,,,キタホリエガーデン,0
241455,2120001214527,12,0,2019-07-03,2019-06-28,株式会社ＳＴＥＬＬＡ,,301,東京都,千代田区,三番町５番地１９ザ・パークハウスグラン三番町２１０号,,13,101,1020075,,,,,,,2018-07-05,1,,,,,ステラ,0
241456,2120001215070,12,0,2020-05-15,2020-05-07,株式会社ＧＥＳＴＥＮＴ,,301,東京都,目黒区,中央町２丁目８－２,,13,110,1520001,,,,,,,2018-08-03,1,,,,,ジェステント,0
241457,2120001215962,12,0,2019-11-29,2019-11-26,株式会社ＬＩＸＴ,,301,東京都,千代田区,平河町１丁目５番６号平河町ＳＤビル３階,,13,101,1020093,,,,,,,2018-09-19,1,,,,,リクスト,0
241458,2120001216358,12,0,2020-02-21,2020-02-18,大吉株式会社,,301,東京都,目黒区,平町２丁目５番９号,,13,110,1520032,,,,,,,2018-10-04,1,,,,,ダイキチ,0
241459,2120001217380,12,0,2019-09-20,2019-09-17,隠株式会社,,301,東京都,足立区,中央本町３丁目１７－１２－１０１５,,13,121,1210011,,,,,,,2018-11-27,1,,,,,イン,0
