7,1000030380006,01,1,2018-04-04,2015-10-05,"日土財産区",,201,"愛媛県","八幡浜市","北浜１丁目１番１号",,38,204,7960048,,,,,,,2015-10-05,1,"Hizuchizaisan ku","Ehime","1-1-1,Kitahama, Yawatahama shi",,"ヒヅチザイサンク",0
8,1000030380014,01,1,2018-04-04,2015-10-05,"野田財産区",,201,"愛媛県","四国中央市","三島宮川４丁目６番５５号",,38,213,7990404,,,,,,,2015-10-05,1,"Noda Property Ward","Ehime","4-6-55,Mishimamiyagawa, Shikokuchuo shi",,"ノダザイサンク",0
9,1000030380022,01,1,2018-04-04,2015-10-05,"土居財産区（管理会）",,201,"愛媛県","四国中央市","三島宮川４丁目６番５５号",,38,213,7990404,,,,,,,2015-10-05,1,"Management Council of Doi Property Ward","Ehime","4-6-55,Mishimamiyagawa, Shikokuchuo shi",,"ドイザイサンクカンリカイ",0
10,1000030380030,01,1,2018-04-04,2015-10-05,"西予市城川町遊子川財産区",,201,"愛媛県","西予市","城川町下相９４５",,38,214,7971717,,,,,,,2015-10-05,1,"Seiyo City Shirokawacho Yusukawa Zaisanku","Ehime","945,Oriai, Shirokawacho,Seiyo shi",,"セイヨシシロカワチョウユスカワザイサンク",0
5255,2000030380005,01,1,2018-04-04,2015-10-05,"御槇財産区",,201,"愛媛県","宇和島市","曙町１番地",,38,203,7980030,,,,,,,2015-10-05,1,"Mimakizaisanku","Ehime","1, Akebono cho,Uwajima shi",,"ミマキザイサンク",0
5256,2000030380013,01,1,2018-04-04,2015-10-05,"津根財産区",,201,"愛媛県","四国中央市","三島宮川４丁目６番５５号",,38,213,7990404,,,,,,,2015-10-05,1,"Tsune Property Ward","Ehime","4-6-55,Mishimamiyagawa, Shikokuchuo shi",,"ツネザイサンク",0
5257,2000030380021,01,1,2018-04-04,2015-10-05,"浦山財産区（管理会）",,201,"愛媛県","四国中央市","三島宮川４丁目６番５５号",,38,213,7990404,,,,,,,2015-10-05,1,"Management Council of Urayama Property Ward","Ehime","4-6-55,Mishimamiyagawa, Shikokuchuo shi",,"ウラヤマザイサンクカンリカイ",0
10512,3000030380004,01,1,2018-04-04,2015-10-05,"畑地財産区",,201,"愛媛県","宇和島市","曙町１番地",,38,203,7980030,,,,,,,2015-10-05,1,"Hatajizaisanku","Ehime","1, Akebono cho, Uwajima shi",,"ハタジザイサンク",0
10513,3000030380012,01,1,2018-04-04,2015-10-05,"小富士財産区",,201,"愛媛県","四国中央市","三島宮川４丁目６番５５号",,38,213,7990404,,,,,,,2015-10-05,1,"Kofuji Property Ward","Ehime","4-6-55,Mishimamiyagawa, Shikokuchuo shi",,"コフジザイサンク",0
10514,3000030380020,01,1,2018-04-04,2015-10-05,"入野財産区（管理会）",,201,"愛媛県","四国中央市","三島宮川４丁目６番５５号",,38,213,7990404,,,,,,,2015-10-05,1,"Management Council of Irino Property Ward","Ehime","4-6-55,Mishimamiyagawa, Shikokuchuo shi",,"イリノザイサンクカンリカイ",0
10515,3000030380029,01,1,2018-04-04,2015-10-05,"野村町貝吹地区財産区",,201,"愛媛県","西予市","野村町阿下２号４３２",,38,214,7971211,,,,,,,2015-10-05,1,"Seiyo City Nomuracho Kaihukitiku Zaisanku","Ehime","2-432,Age, Nomuracho,Seiyo shi",,"ノムラチョウカイフキチクザイサンク",0
15763,4000030380003,01,1,2018-04-04,2015-10-05,"清満財産区",,201,"愛媛県","宇和島市","曙町１番地",,38,203,7980030,,,,,,,2015-10-05,1,"Kiyomitsuzaisanku","Ehime","1, Akebono cho, Uwajima shi",,"キヨミツザイサンク",0
15764,4000030380011,01,1,2018-04-04,2015-10-05,"土居財産区",,201,"愛媛県","四国中央市","三島宮川４丁目６番５５号",,38,213,7990404,,,,,,,2015-10-05,1,"Doi Property Ward","Ehime","4-6-55,Mishimamiyagawa, Shikokuchuo shi",,"ドイザイサンク",0
15765,4000030380028,01,1,2018-04-04,2015-10-05,"野村町中筋地区財産区",,201,"愛媛県","西予市","野村町高瀬４１０７",,38,214,7971215,,,,,,,2015-10-05,1,"Seiyo City Nomuracho Nakasujitiku Zaisanku","Ehime","4107,Takase, Nomuracho,Seiyo shi",,"ノムラチョウナカスジチクザイサンク",0
21033,5000030380002,01,1,2018-04-04,2015-10-05,"蔵敷財産区",,201,"愛媛県","今治市","別宮町１丁目４番地１",,38,202,7940026,,,,,,,2015-10-05,1,"Kurashiki property ward","Ehime","1-4-1, Bekku cho,Imabari shi",,"クラシキザイサンク",0
21034,5000030380010,01,1,2018-04-04,2015-10-05,"関川財産区",,201,"愛媛県","四国中央市","三島宮川４丁目６番５５号",,38,213,7990404,,,,,,,2015-10-05,1,"Sekigawa Property Ward","Ehime","4-6-55,Mishimamiyagawa, Shikokuchuo shi",,"セキガワザイサンク",0
21035,5000030380019,01,1,2018-04-04,2015-10-05,"畑野財産区（管理会）",,201,"愛媛県","四国中央市","三島宮川４丁目６番５５号",,38,213,7990404,,,,,,,2015-10-05,1,"Management Council of Hatano Property Ward","Ehime","4-6-55,Mishimamiyagawa, Shikokuchuo shi",,"ハタノザイサンクカンリカイ",0
21036,5000030380027,01,1,2018-04-04,2015-10-05,"野村町横林地区財産区",,201,"愛媛県","西予市","野村町坂石２５７１",,38,214,7971322,,,,,,,2015-10-05,1,"Seiyo City Nomuracho Yokohayashitiku Zaisanku","Ehime","2571,Sakaishi, Nomuracho,Seiyo shi",,"ノムラチョウヨコハヤシチクザイサンク",0
26280,6000030380001,01,1,2018-04-04,2015-10-05,"今治市桜井財産区",,201,"愛媛県","今治市","別宮町１丁目４番地１",,38,202,7940026,,,,,,,2015-10-05,1,"Imabari city sakurai property ward","Ehime","1-4-1, Bekku cho,Imabari shi",,"イマバリシサクライザイサンク",0
26281,6000030380018,01,1,2018-04-04,2015-10-05,"北野財産区（管理会）",,201,"愛媛県","四国中央市","三島宮川４丁目６番５５号",,38,213,7990404,,,,,,,2015-10-05,1,"Management Council of Kitano Property Ward","Ehime","4-6-55,Mishimamiyagawa, Shikokuchuo shi",,"キタノザイサンクカンリカイ",0
26282,6000030380026,01,1,2018-04-04,2015-10-05,"野村町渓筋地区財産区",,201,"愛媛県","西予市","野村町鳥鹿野８６２",,38,214,7971107,,,,,,,2015-10-05,1,"Seiyo City Nomuracho Tanisujitiku Zaisanku","Ehime","862,Tojigano, Nomuracho,Seiyo shi",,"ノムラチョウタニスジチクザイサンク",0
31603,7000030380009,01,1,2018-04-04,2015-10-05,"庄内財産区",,201,"愛媛県","西条市","明屋敷１６４",,38,206,7930023,,,,,,,2015-10-05,1,"Syounaizaisanku","Ehime","164,Akeyashiki, Saijo shi",,"ショウナイザイサンク",0
31604,7000030380017,01,1,2018-04-04,2015-10-05,"上野財産区（管理会）",,201,"愛媛県","四国中央市","三島宮川４丁目６番５５号",,38,213,7990404,,,,,,,2015-10-05,1,"Management Council of Ueno Property Ward","Ehime","4-6-55,Mishimamiyagawa, Shikokuchuo shi",,"ウエノザイサンクカンリカイ",0
31605,7000030380025,01,1,2018-04-04,2015-10-05,"野村町野村地区財産区",,201,"愛媛県","西予市","野村町野村１２号６１９",,38,214,7971212,,,,,,,2015-10-05,1,"Seiyo City Nomuracho Nomuratiku Zaisanku","Ehime","12-619,Nomura, Nomuracho,Seiyo shi",,"ノムラチョウノムラチクザイサンク",0
31606,7000030380033,01,1,2018-04-04,2015-10-05,"西予市城川町魚成財産区",,201,"愛媛県","西予市","城川町下相９４５",,38,214,7971717,,,,,,,2015-10-05,1,"Seiyo City Shirokawacho Uonashi Zaisanku","Ehime","945,Oriai, Shirokawacho,Seiyo shi",,"セイヨシシロカワチョウウオナシザイサンク",0
36878,8000030380008,01,1,2018-04-04,2015-10-05,"壬生川財産区",,201,"愛媛県","西条市","明屋敷１６４",,38,206,7930023,,,,,,,2015-10-05,1,"Nyuugawazaisanku","Ehime","164,Akeyashiki, Saijo shi",,"ニュウガワザイサンク",0
36879,8000030380016,01,1,2018-04-04,2015-10-05,"蕪崎財産区（管理会）",,201,"愛媛県","四国中央市","三島宮川４丁目６番５５号",,38,213,7990404,,,,,,,2015-10-05,1,"Management Council of Kaburasaki Property Ward","Ehime","4-6-55,Mishimamiyagawa, Shikokuchuo shi",,"カブラサキザイサンクカンリカイ",0
36880,8000030380024,01,1,2018-04-04,2015-10-05,"西予市宇和町財産区",,201,"愛媛県","西予市","宇和町卯之町３丁目４３４－１",,38,214,7970015,,,,,,,2015-10-05,1,"Seiyo City Uwacho Zaisanku","Ehime","3-434-1,Unomachi, Uwacho,Seiyo shi",,"セイヨシウワチョウザイサンク",0
36881,8000030380032,01,1,2018-04-04,2015-10-05,"西予市城川町高川財産区",,201,"愛媛県","西予市","城川町下相９４５",,38,214,7971717,,,,,,,2015-10-05,1,"Seiyo City Shirokawacho Takagawa Zaisanku","Ehime","945,Oriai, Shirokawacho,Seiyo shi",,"セイヨシシロカワチョウタカガワザイサンク",0
42136,9000030380007,01,1,2018-04-04,2015-10-05,"宮内財産区",,201,"愛媛県","八幡浜市","保内町宮内１番耕地２６０番地",,38,204,7960202,,,,,,,2015-10-05,1,"Miyauchizaisan ku","Ehime","1-260,Miyauchi, Honai cho,Yawatahama shi",,"ミヤウチザイサンク",0
42137,9000030380015,01,1,2018-04-04,2015-10-05,"土居天満財産区（管理会）",,201,"愛媛県","四国中央市","三島宮川４丁目６番５５号",,38,213,7990404,,,,,,,2015-10-05,1,"Management Council of Doi-temma Property Ward","Ehime","4-6-55,Mishimamiyagawa, Shikokuchuo shi",,"ドイテンマザイサンクカンリカイ",0
42138,9000030380023,01,1,2018-04-04,2015-10-05,"西予市明浜町財産区",,201,"愛媛県","西予市","明浜町高山甲３６５７",,38,214,7970201,,,,,,,2015-10-05,1,"Seiyo City Akehamacho Zaisanku","Ehime","3657,Takayamakou, Akehamacho,Seiyo shi",,"セイヨシアケハマチョウザイサンク",0
42139,9000030380031,01,1,2018-04-04,2015-10-05,"西予市城川町土居財産区",,201,"愛媛県","西予市","城川町下相９４５",,38,214,7971717,,,,,,,2015-10-05,1,"Seiyo City Shirokawacho Doi Zaisanku","Ehime","945,Oriai, Shirokawacho,Seiyo shi",,"セイヨシシロカワチョウドイザイサンク",0
