47943,6180001140540,12,0,2020-05-27,2020-05-22,株式会社ＲＩＳＥ,,301,長野県,長野市,大字富竹字弘誓１６２番地１,,20,201,3810006,,,,,,,2020-03-25,1,,,,,ライズ,0
100021,8180001140654,12,0,2020-04-14,2020-04-08,株式会社宝塚関,,301,静岡県,沼津市,大手町４丁目３番５５号,,22,203,4100801,,,,,,,2020-04-08,1,,,,,タカラヅカセキ,0
10480,1180001140000,01,0,2020-02-07,2020-02-07,株式会社フォワードリーム,,301,愛知県,名古屋市西区,五才美町１０９グランツ五才美１０１号,,23,104,4520806,,,,,,,2020-02-07,1,,,,,フォワードリーム,0
10481,1180001140009,01,0,2020-02-10,2020-02-10,株式会社ＲＵＳＨＮｅｔＷｏｒｋ,,301,愛知県,名古屋市中川区,江松２丁目５１０番地の２,,23,110,4540954,,,,,,,2020-02-10,1,,,,,ラッシュネットワーク,0
10482,1180001140017,12,0,2020-05-25,2020-05-01,株式会社美邦淳,,301,愛知県,名古屋市東区,東大曽根町３６番地１３号,,23,102,4610022,,,,,,,2020-02-07,1,,,,,ミクニアツシ,0
10483,1180001140025,01,0,2020-02-10,2020-02-10,株式会社ＳＴＥＰ,,301,愛知県,清須市,寺野花笠２９番地１,,23,233,4520908,,,,,,,2020-02-10,1,,,,,ステップ,0
10484,1180001140033,01,0,2020-02-07,2020-02-07,株式会社ミニマル,,301,愛知県,名古屋市千種区,御影町１丁目３１番地,,23,101,4640014,,,,,,,2020-02-07,1,,,,,ミニマル,0
10485,1180001140041,01,0,2020-02-10,2020-02-10,株式会社ＫＭＳ　Ｐａｒｔｎｅｒｓ,,301,愛知県,稲沢市,下津新町１５７番地１,,23,220,4928066,,,,,,,2020-02-10,1,,,,,ケーエムエスパートナーズ,0
10486,1180001140058,01,0,2020-02-12,2020-02-12,株式会社ＪＵＳＴホームマネジメント,,301,愛知県,名古屋市北区,山田１丁目９番２７号,,23,103,4620810,,,,,,,2020-02-12,1,,,,,ジャストホームマネジメント,0
10487,1180001140074,01,0,2020-02-17,2020-02-17,株式会社エヌ・シー・コンサルティング社,,301,愛知県,名古屋市瑞穂区,蜜柑山町二丁目３番地の３,,23,108,4670000,,,,,,,2020-02-17,1,,,,,エヌシーコンサルティングシャ,0
10488,1180001140082,01,0,2020-02-14,2020-02-14,株式会社プロト防災システム,,301,愛知県,名古屋市港区,宝神４丁目２３０４番地,,23,111,4550832,,,,,,,2020-02-14,1,,,,,プロトボウサイシステム,0
10489,1180001140099,01,0,2020-02-14,2020-02-14,株式会社エール商事,,301,愛知県,名古屋市守山区,大谷町４番３７号,,23,113,4630041,,,,,,,2020-02-14,1,,,,,エールショウジ,0
10490,1180001140108,01,0,2020-02-14,2020-02-14,株式会社エージェントＡ,,301,愛知県,一宮市,萩原町串作字松本１７番地１ハイレジデンス萩原苑９０１,,23,203,4910376,,,,,,,2020-02-14,1,,,,,エージェントエー,0
10491,1180001140116,01,0,2020-02-19,2020-02-19,株式会社ＳＮＢ,,301,愛知県,名古屋市中区,丸の内３丁目２３番２３号,,23,106,4600002,,,,,,,2020-02-19,1,,,,,エスエヌビー,0
10492,1180001140124,11,0,2020-04-20,2020-04-06,Ｖｅｒｔｅｃｈ　Ｃｏｎｓｕｌｔｉｎｇ株式会社,,301,愛知県,名古屋市中村区,井深町１号１番新名古屋センタービル・本陣街２階２２０／２２１号室,,23,105,4530012,,,,,,,2020-02-19,1,,,,,バーテックコンサルティング,0
10493,1180001140132,01,0,2020-02-19,2020-02-19,株式会社ジェンナーロ,,301,愛知県,名古屋市中区,大須３丁目３６番４４号,,23,106,4600011,,,,,,,2020-02-19,1,,,,,ジェンナーロ,0
10494,1180001140140,01,0,2020-02-20,2020-02-20,株式会社大義Ｅｓｔａｔｅ,,301,愛知県,名古屋市昭和区,阿由知通５丁目２２番地,,23,107,4660027,,,,,,,2020-02-20,1,,,,,タイギエステート,0
10495,1180001140157,01,0,2020-02-25,2020-02-25,株式会社アルデバラン,,301,愛知県,名古屋市中区,金山１丁目２番４号,,23,106,4600022,,,,,,,2020-02-25,1,,,,,アルデバラン,0
10496,1180001140165,01,0,2020-02-21,2020-02-21,株式会社懸嶋工業,,301,愛知県,海部郡蟹江町,桜２丁目８３番地カレント・Ｔ２０５号,,23,425,4970038,,,,,,,2020-02-21,1,,,,,ケンシマコウギョウ,0
10497,1180001140173,01,0,2020-02-26,2020-02-26,株式会社ＳＥＩＮＯ,,301,愛知県,海部郡大治町,大字砂子字村東５番地１,,23,424,4901143,,,,,,,2020-02-26,1,,,,,セイノ,0
10498,1180001140181,01,0,2020-02-26,2020-02-26,株式会社ハート,,301,愛知県,名古屋市中村区,大秋町１丁目２番地（若鳩ハイツ２０３号）,,23,105,4530042,,,,,,,2020-02-26,1,,,,,ハート,0
10499,1180001140198,01,0,2020-02-27,2020-02-27,株式会社ＬＵＣＥ,,301,愛知県,名古屋市東区,泉１丁目１８番１０号エルザセンティア久屋１００５号,,23,102,4610001,,,,,,,2020-02-27,1,,,,,ルーチェ,0
10500,1180001140207,01,0,2020-03-02,2020-03-02,株式会社ｏｎｅ’ｓ　ｐｌａｎｎｉｎｇ,,301,愛知県,名古屋市北区,田幡２丁目９番５号ファーストドットビルＢ１,,23,103,4620843,,,,,,,2020-03-02,1,,,,,ワンズプランニング,0
10501,1180001140215,01,0,2020-02-28,2020-02-28,株式会社Ｕｎ　Ｖｅｔｔｏｒｅ,,301,愛知県,名古屋市北区,杉栄町５丁目１０６番地アルバ志賀本通８０８号,,23,103,4620829,,,,,,,2020-02-28,1,,,,,オンベトーレ,0
10502,1180001140231,01,0,2020-03-02,2020-03-02,株式会社ホームキャスト,,301,愛知県,日進市,米野木町柿ノ木前９４番地,,23,230,4700111,,,,,,,2020-03-02,1,,,,,ホームキャスト,0
10503,1180001140248,01,0,2020-03-04,2020-03-04,株式会社ＴＯＷＩＮＧ,,301,愛知県,名古屋市南区,前浜通７丁目１番地の２,,23,112,4570058,,,,,,,2020-03-04,1,,,,,トーイング,0
10504,1180001140256,01,0,2020-03-04,2020-03-04,株式会社メディカルサービス,,301,愛知県,名古屋市中川区,上高畑２丁目１６２番地,,23,110,4540873,,,,,,,2020-03-04,1,,,,,メディカルサービス,0
10505,1180001140264,01,0,2020-03-03,2020-03-03,佑伊不動産株式会社,,301,愛知県,名古屋市南区,内田橋２丁目４番２３号,,23,112,4570862,,,,,,,2020-03-03,1,,,,,ユウイフドウサン,0
10506,1180001140272,01,0,2020-03-04,2020-03-04,株式会社Ｊ．ｏｗｌ,,301,愛知県,名古屋市東区,葵３丁目１２番７号,,23,102,4610004,,,,,,,2020-03-04,1,,,,,ジェイオウル,0
10507,1180001140289,01,0,2020-03-06,2020-03-06,影山商会株式会社,,301,愛知県,名古屋市港区,木場町６番地の３６,,23,111,4550021,,,,,,,2020-03-06,1,,,,,カゲヤマショウカイ,0
10508,1180001140297,01,0,2020-03-09,2020-03-09,株式会社アトラクション,,301,愛知県,名古屋市緑区,神の倉１丁目２４８番地,,23,114,4580812,,,,,,,2020-03-09,1,,,,,アトラクション,0
10509,1180001140306,01,0,2020-03-05,2020-03-05,隆盛商事株式会社,,301,愛知県,知多市,日長字原山８番地の１,,23,224,4780041,,,,,,,2020-03-05,1,,,,,リュウセイショウジ,0
10510,1180001140322,01,0,2020-03-06,2020-03-06,株式会社スマイリー,,301,愛知県,名古屋市北区,会所町１２番地２,,23,103,4620061,,,,,,,2020-03-06,1,,,,,スマイリー,0
10511,1180001140339,01,0,2020-03-05,2020-03-05,Ｈａｌｅ株式会社,,301,愛知県,名古屋市中川区,下之一色町字東ノ切７７番地の４,,23,110,4540945,,,,,,,2020-03-05,1,,,,,ハレ,0
10512,1180001140347,01,0,2020-03-11,2020-03-11,株式会社スターポイントＲ,,301,愛知県,名古屋市中区,丸の内２丁目１７番１３号ＮＫ丸の内ビル２階,,23,106,4600002,,,,,,,2020-03-11,1,,,,,スターポイントアール,0
10513,1180001140355,01,0,2020-03-10,2020-03-10,株式会社Ｌｕｐｉｎｕｓ,,301,愛知県,名古屋市中川区,高畑４丁目１４３番地１００３号,,23,110,4540911,,,,,,,2020-03-10,1,,,,,ルピナス,0
