5,1000030250002,01,1,2018-04-05,2015-10-05,"神領財産区",,201,"滋賀県","大津市","御陵町３－１",,25,201,5200037,,,,,,,2015-10-05,1,"Zinryou Zaisanku","Shiga","3-1,Goryocho, Otsu shi",,"ジンリョウザイサンク",0
6,1000030250010,01,1,2018-04-05,2015-10-05,"日夏町財産区",,201,"滋賀県","彦根市","元町４番２号",,25,202,5220071,,,,,,,2015-10-05,1,"Hinatsuchou Zaisanku","Shiga","4-2,Motomachi, Hikone shi",,"ヒナツチョウザイサンク",0
7,1000030250019,01,1,2018-04-05,2015-10-05,"新巻財産区",,201,"滋賀県","近江八幡市","桜宮町２３６",,25,204,5230893,,,,,,,2015-10-05,1,"Shinmaki Zaisanku","Shiga","236,Sakuramiya cho, Omihachiman shi",,"シンマキザイサンク",0
8,1000030250027,01,1,2018-04-05,2015-10-05,"野村財産区",,201,"滋賀県","近江八幡市","桜宮町２３６",,25,204,5230893,,,,,,,2015-10-05,1,"Nomura Zaisanku","Shiga","236,Sakuramiya cho, Omihachiman shi",,"ノムラザイサンク",0
9,1000030250035,01,1,2018-04-05,2015-10-05,"馬淵財産区",,201,"滋賀県","近江八幡市","桜宮町２３６",,25,204,5230893,,,,,,,2015-10-05,1,"Mabuchi Zaisanku","Shiga","236,Sakuramiya cho, Omihachiman shi",,"マブチザイサンク",0
10,1000030250043,01,1,2018-04-05,2015-10-05,"白王財産区",,201,"滋賀県","近江八幡市","桜宮町２３６",,25,204,5230893,,,,,,,2015-10-05,1,"Shirao Zaisanku","Shiga","236,Sakuramiya cho, Omihachiman shi",,"シラオウザイサンク",0
11,1000030250051,01,1,2018-04-05,2015-10-05,"下笠町財産区",,201,"滋賀県","草津市","草津３丁目１３－３０",,25,206,5250034,,,,,,,2015-10-05,1,"Shimogasacho Zaisanku","Shiga","3-13-30,Kusatsu, Kusatsu shi",,"シモガサチョウザイサンク",0
12,1000030250068,01,1,2018-04-05,2015-10-05,"駒井沢町財産区",,201,"滋賀県","草津市","草津３丁目１３－３０",,25,206,5250034,,,,,,,2015-10-05,1,"Komaizawacho Zaisanku","Shiga","3-13-30,Kusatsu, Kusatsu shi",,"コマイザワチョウザイサンク",0
13,1000030250076,01,1,2018-04-05,2015-10-05,"土山山林財産区",,201,"滋賀県","甲賀市","水口町水口６０５３番地",,25,209,5280005,,,,,,,2015-10-05,1,"Tsuchiyama sanrin Zaisanku","Shiga","6053,Minakuchi cho,Minakuchi, Koka shi",,"ツチヤマサンリンザイサンク",0
14,1000030250084,01,1,2018-04-05,2015-10-05,"今津財産区",,201,"滋賀県","高島市","新旭町北畑５６５番地",,25,212,5201521,,,,,,,2015-10-05,1,"Imazu Zaisanku","Shiga","565,Shinasahi cho,Kitabata, Takashima shi",,"イマヅザイサンク",0
