50104,2080102020804,12,0,2019-05-14,2019-04-25,有限会社松原ヘラ鮒センター,,302,埼玉県,草加市,旭町２丁目３番７号,,11,221,3400053,,,,,,,2015-10-05,1,,,,,マツバラヘラブナセンター,0
225347,9080102022158,12,0,2017-02-17,2017-02-13,有限会社アオキピアノ,,302,埼玉県,秩父市,吉田久長５１８番地２０,,11,207,3691501,,,,,,,2015-10-05,1,,,,,,0
195854,9080102022100,01,0,2015-11-06,2015-10-05,有限会社カインド・パーク,,302,千葉県,長生郡白子町,剃金川岸２７２９－５１,,12,424,2994203,,,,,,,2015-10-05,1,,,,,,0
120073,1080102022099,12,0,2018-05-17,2018-05-15,有限会社マインド・スペース,,302,東京都,江東区,深川２丁目２１番１１号,,13,108,1350033,,,,,,,2015-10-05,1,,,,,マインドスペース,0
241201,2080102021199,12,0,2018-05-16,2018-05-11,神子元マリンサービス有限会社,,302,東京都,練馬区,田柄４丁目１４番２１号,,13,120,1790073,,,,,,,2015-10-05,1,,,,,ミコモトマリンサービス,0
483139,4080102020018,01,0,2015-10-28,2015-10-05,有限会社菊藤リアルエステート,,302,東京都,江東区,東陽２丁目３番６－３１２号,,13,108,1350016,,,,,,,2015-10-05,1,,,,,,0
725649,6080102021039,12,0,2017-02-07,2017-02-02,有限会社たるや,,302,東京都,新宿区,西新宿４丁目２番１５,,13,104,1600023,,,,,,,2015-10-05,1,,,,,,0
967821,8080102020195,12,1,2019-01-21,2017-02-10,有限会社陶の華,,302,東京都,世田谷区,若林４丁目１４番２３－１００号,,13,112,1540023,,,,,,,2015-10-05,1,,,,,トウノハナ,0
967822,8080102022150,11,0,2019-10-29,2019-10-21,有限会社シップス,,302,東京都,品川区,西五反田１丁目４番８－３０７号,,13,109,1410031,,,,,,,2015-10-05,1,,,,,シップス,0
1088765,9080102020780,01,1,2018-08-08,2015-10-05,有限会社レイズインターナショナル,,302,東京都,渋谷区,桜丘町２９番３１号デュオ・スカーラ渋谷５０１号,,13,113,1500031,,,,,,,2015-10-05,1,,,,,レイズインターナショナル,0
34745,1080102021357,12,0,2018-05-01,2018-04-25,有限会社中山海運,,302,神奈川県,横浜市港北区,大倉山５丁目３番１－２０７号,,14,109,2220037,,,,,,,2015-10-05,1,,,,,ナカヤマカイウン,0
34746,1080102022116,01,0,2015-11-06,2015-10-05,有限会社大森建設,,302,神奈川県,横浜市港南区,笹下３丁目３３番１７号,,14,111,2340052,,,,,,,2015-10-05,1,,,,,,0
104647,3080102022048,01,0,2015-11-06,2015-10-05,有限会社湘南ライテック,,302,神奈川県,小田原市,千代６５７番地の１,,14,206,2500215,,,,,,,2015-10-05,1,,,,,,0
174435,5080102020719,12,0,2017-09-13,2017-09-08,有限会社ルミエール,,302,神奈川県,鎌倉市,材木座１丁目４番１６号３０２,,14,204,2480013,,,,,,,2015-10-05,1,,,,,,0
209467,6080102020833,01,1,2018-04-13,2015-10-05,有限会社ブルーノート,,302,神奈川県,中郡大磯町,西小磯５６番１の３２０１,,14,341,2550005,,,,,,,2015-10-05,1,,,,,ブルーノート,0
279429,8080102022118,12,0,2017-10-18,2017-10-16,有限会社アイ・シー,,302,神奈川県,川崎市多摩区,堰３丁目１８番２７号,,14,135,2140022,,,,,,,2015-10-05,1,,,,,,0
7293,1080102020004,01,0,2015-11-13,2015-10-05,有限会社石産開発,,302,静岡県,伊東市,吉田７０９番地の１０,,22,208,4140051,,,,,,,2015-10-05,1,,,,,,0
7294,1080102020020,21,0,2020-03-18,2020-03-16,有限会社鈴木基礎工業,,302,静岡県,伊東市,荻５３６番地の２３,,22,208,4140053,,,2020-03-16,01,,,2015-10-05,1,,,,,,0
