103,1011103007054,12,0,2019-12-25,2019-12-18,合同会社ＲＯＢＥＲＴＯ,,305,北海道,札幌市豊平区,水車町７丁目５番３号,,01,105,0620912,,,,,,,2017-05-15,1,,,,,,0
104,1011103007822,12,0,2020-02-10,2020-02-05,合同会社わっかない亭,,305,北海道,札幌市西区,発寒十二条４丁目２番１号,,01,107,0630832,,,,,,,2018-04-09,1,,,,,ワッカナイテイ,0
68437,4011103004643,12,1,2019-03-13,2016-08-05,株式会社エルソル,,301,北海道,札幌市北区,北二十八条西４丁目３－１１アメニティ北２８,,01,102,0010028,,,,,,,2015-10-05,1,,,,,エルソル,0
91154,5011103007430,12,0,2019-05-09,2019-04-26,ＣＯＣＯＲＯ合同会社,,305,北海道,札幌市中央区,南二条東２丁目１６番地センターオフィス大通東,,01,101,0600052,,,,,,,2017-11-07,1,,,,,ココロ,0
136820,7011103005341,12,0,2017-11-27,2017-11-17,合同会社マーキュリービジョン,,305,北海道,札幌市中央区,南一条西１６丁目１番地３２３春野ビル３Ｆ,,01,101,0600061,,,,,,,2015-10-05,1,,,,,,0
159629,8011103005282,12,0,2019-12-19,2019-12-13,美アール合同会社,,305,北海道,札幌市中央区,北七条西２７丁目３番１７号,,01,101,0600007,,,,,,,2015-10-05,1,,,,,ビアール,0
159630,8011103006586,11,0,2018-09-11,2018-09-07,北海道悠夏運動文化交流株式会社,,301,北海道,富良野市,北の峰町２８番地３１,,01,229,0760034,,,,,,,2016-10-18,1,,,,,ホッカイドウユウカウンドウブンカコウリュウ,0
182351,9011103003616,01,0,2015-10-30,2015-10-05,イイフラミンゴ合同会社,,305,北海道,三笠市,若松町３番地１４,,01,222,0682157,,,,,,,2015-10-05,1,,,,,,0
15643,5011103004378,12,0,2019-05-22,2019-05-15,合同会社未来総合企画,,305,青森県,三沢市,中央町４丁目７番８号,,02,207,0330001,,,,,,,2015-10-05,1,,,,,ミライソウゴウキカク,0
24309,4011103006706,12,0,2019-03-27,2019-03-20,アスピオス合同会社,,305,宮城県,仙台市青葉区,中央１丁目２－３,,04,101,9800021,,,,,,,2016-12-27,1,,,,,アスピオス,0
40315,6011103003833,12,0,2020-03-09,2020-02-28,ＳＳＳ合同会社,,305,宮城県,仙台市宮城野区,自由ケ丘１３番１８号,,04,102,9830831,,,,,,,2015-10-05,1,,,,,エスエスエス,0
56501,8011103007683,12,0,2019-01-29,2019-01-24,合同会社クイック,,305,宮城県,仙台市青葉区,木町通１丁目４番３５－１２０３号,,04,101,9800801,,,,,,,2018-02-20,1,,,,,クイック,0
25018,9011103007237,12,0,2017-12-18,2017-12-12,ｗａｎｔｔｏｂｅ合同会社,,305,秋田県,秋田市,保戸野八丁２２番１８号,,05,201,0100903,,,,,,,2017-08-03,1,,,,,,0
58,1011103005306,12,0,2016-03-09,2016-03-04,ティーダ・パワー８７合同会社,,305,福島県,福島市,御山字稲荷田２１番地５,,07,201,9608252,,,,,,,2015-10-05,1,,,,,,0
59,1011103006411,12,0,2016-10-05,2016-09-30,合同会社サーフライダー,,305,福島県,白河市,明戸１７５番地８,,07,205,9610901,,,,,,,2016-07-22,1,,,,,,0
7449,2011103005131,01,0,2015-10-30,2015-10-05,合同会社ＬＥＡＤ,,305,福島県,郡山市,西田町大田字中洞５２７番地の２,,07,203,9630911,,,,,,,2015-10-05,1,,,,,,0
51880,8011103003947,12,1,2018-04-26,2018-03-14,エムケイホールディングス合同会社,,305,福島県,本宮市,本宮字万世３０番地１,,07,214,9691149,,,,,,,2015-10-05,1,,,,,エムケイホールディングス,0
51881,8011103004796,12,0,2017-12-28,2017-12-25,リジェント合同会社,,305,福島県,白河市,新白河２丁目４６番２号,,07,205,9610856,,,,,,,2015-10-05,1,,,,,,0
79,1011103009414,12,0,2020-04-08,2020-04-02,合同会社Ｍ．Ｓ．Ｄ．,,305,茨城県,土浦市,桜町２丁目５番１２号,,08,203,3000037,,,,,,,2020-01-24,1,,,,,エムエスディー,0
9258,2011103003449,12,1,2019-04-22,2017-03-30,合同会社エム・ビー,,305,茨城県,つくば市,吾妻３丁目８番１７号ロワール５０２、３０５号室,,08,220,3050031,,,,,,,2015-10-05,1,,,,,エムビー,0
18390,3011103005221,01,0,2015-10-30,2015-10-05,金源合同会社,,305,茨城県,鹿嶋市,大字鉢形１５１５番１,,08,222,3140034,,,,,,,2015-10-05,1,,,,,,0
27644,4011103004049,01,0,2015-10-30,2015-10-05,ＢＲＡＨＭＡ合同会社,,305,茨城県,つくば市,天久保２丁目９番地２,,08,220,3050005,,,,,,,2015-10-05,1,,,,,,0
27645,4011103004503,12,0,2020-02-17,2020-02-13,合同会社ＨＡＣ,,305,茨城県,坂東市,岩井５２０５番地１８,,08,228,3060631,,,,,,,2015-10-05,1,,,,,ハック,0
22586,4011103003034,01,0,2015-10-30,2015-10-05,合同会社ワンダーランド・シックス,,305,栃木県,宇都宮市,簗瀬町１５６６番地３,,09,201,3210933,,,,,,,2015-10-05,1,,,,,,0
38,1011103007351,12,0,2019-11-14,2019-11-06,ＡＺ　ＪＡＰＡＮ合同会社,,305,群馬県,前橋市,南町３丁目５７－６ＫＣビル２Ｆ,,10,201,3710805,,,,,,,2017-10-12,1,,,,,エーゼットジャパン,0
22835,4011103006813,12,0,2020-01-24,2020-01-20,デザインエナジー合同会社,,305,群馬県,高崎市,栄町２－１０,,10,202,3700841,,,,,,,2017-02-07,1,,,,,デザインエナジー,0
374,1011103005140,01,0,2015-11-06,2015-10-05,合同会社ＤｒｅａｍＨｉｇｈ,,305,埼玉県,川口市,芝新町８番１７－３０１号,,11,203,3330851,,,,,,,2015-10-05,1,,,,,,0
375,1011103005173,12,0,2017-11-08,2017-11-01,合同会社Ｅｉｇｈｔ,,305,埼玉県,北足立郡伊奈町,大字小室１００９番地１,,11,301,3620806,,,,,,,2015-10-05,1,,,,,,0
376,1011103005867,12,0,2017-08-29,2017-08-24,Ｃｒｉｓｔａｌ合同会社,,305,埼玉県,川口市,西川口１丁目１６番６号クリオ西川口壱番館６０３室,,11,203,3320021,,,,,,,2015-10-05,1,,,,,,0
377,1011103005982,12,0,2018-02-19,2018-02-15,合同会社ＬＩＦＥＤＯＭ,,305,埼玉県,狭山市,広瀬東４丁目４１番５号,,11,215,3501320,,,,,,,2015-12-01,1,,,,,,0
378,1011103006205,12,0,2017-06-21,2017-06-15,合同会社ラルゴ,,305,埼玉県,さいたま市緑区,大字大間木１５４５番１－１０－２０６号,,11,109,3360923,,,,,,,2016-03-29,1,,,,,,0
25534,2011103004661,01,0,2015-11-06,2015-10-05,合同会社ＡＵＴＯＫＡＤ　Ｊａｐａｎ,,305,埼玉県,熊谷市,妻沼１６１３－７,,11,202,3600201,,,,,,,2015-10-05,1,,,,,,0
25535,2011103005123,01,0,2015-11-06,2015-10-05,ＭＢＳｔｙｌｅ合同会社,,305,埼玉県,川口市,芝新町１２番２７－６０１号,,11,203,3330851,,,,,,,2015-10-05,1,,,,,,0
25536,2011103005882,12,1,2018-11-07,2018-11-02,ジオワールド埼玉合同会社,,305,埼玉県,さいたま市緑区,美園４丁目１番２号,,11,109,3360967,,,,,,,2015-10-05,1,,,,,ジオワールドサイタマ,0
25537,2011103006170,12,0,2016-07-05,2016-06-28,合同会社ＨＶＴ　ＴＲＡＤＩＮＧ,,305,埼玉県,富士見市,鶴瀬東２丁目１６番３７－１０３号,,11,235,3540024,,,,,,,2016-03-10,1,,,,,,0
25538,2011103006625,12,1,2019-01-11,2017-06-12,東方商事合同会社,,305,埼玉県,蕨市,南町３丁目２０－８里見ビル２０２号室,,11,223,3350003,,,,,,,2016-11-15,1,,,,,トウホウショウジ,0
25539,2011103006749,12,0,2019-05-14,2019-05-08,合同会社嘉賀,,305,埼玉県,川口市,本町１丁目１４番９号,,11,203,3320012,,,,,,,2017-01-19,1,,,,,カガ,0
50583,3011103004041,01,0,2015-11-06,2015-10-05,宏福合同会社,,305,埼玉県,川口市,西川口１丁目４番１７号大山ビル,,11,203,3320021,,,,,,,2015-10-05,1,,,,,,0
50584,3011103004479,12,0,2018-03-12,2018-03-06,合同会社いっちゃんコーポレーション,,305,埼玉県,和光市,本町３１番４号,,11,229,3510114,,,,,,,2015-10-05,1,,,,,,0
50585,3011103005444,12,1,2018-10-29,2017-11-14,合同会社ライフリッチ,,305,埼玉県,川口市,前川３丁目４１番９号,,11,203,3330842,,,,,,,2015-10-05,1,,,,,ライフリッチ,0
50586,3011103005584,12,0,2018-12-17,2018-12-11,順豊合同会社,,305,埼玉県,富士見市,西みずほ台３丁目１番地３,,11,235,3540018,,,,,,,2015-10-05,1,,,,,ジュニホウ,0
50587,3011103005989,12,0,2019-02-28,2019-02-26,合同会社Ｅａｒｔｈ　Ｌｅａｄ,,305,埼玉県,さいたま市浦和区,北浦和２丁目２０－１０,,11,107,3300074,,,,,,,2015-12-02,1,,,,,アースリード,0
50588,3011103006079,21,0,2018-09-13,2018-09-07,麗華合同会社,,305,埼玉県,川口市,金山町１番１２－４０７号ライオンズマンション川口第１１,,11,203,3320014,,,2018-09-07,01,,,2016-01-29,1,,,,,レイカ,0
50589,3011103006178,12,0,2018-03-07,2018-03-02,合同会社百利,,305,埼玉県,川口市,西川口１丁目３０－２０泰和ビル３Ｆ５号,,11,203,3320021,,,,,,,2016-03-11,1,,,,,,0
75640,4011103003901,12,0,2020-04-01,2020-03-27,月田合同会社,,305,埼玉県,熊谷市,宮本町１４５番地１－１０１号,,11,202,3600822,,,,,,,2015-10-05,1,,,,,ツキタ,0
75641,4011103004189,01,0,2015-11-06,2015-10-05,合同会社キャリアグローブ,,305,埼玉県,越谷市,大字下間久里１２１０番地３,,11,222,3430045,,,,,,,2015-10-05,1,,,,,,0
75642,4011103004239,01,0,2015-11-06,2015-10-05,サニーアイク合同会社,,305,埼玉県,鶴ヶ島市,大字鶴ヶ丘１２番地３－４０２号,,11,241,3502204,,,,,,,2015-10-05,1,,,,,,0
75643,4011103004321,12,0,2016-01-13,2016-01-08,成明合同会社,,305,埼玉県,川口市,西川口３丁目２９番２３－６０１号,,11,203,3320021,,,,,,,2015-10-05,1,,,,,,0
75644,4011103004833,12,0,2019-04-12,2019-04-09,ｆｌｙ合同会社,,305,埼玉県,川口市,飯塚４丁目１５番２３号,,11,203,3320023,,,,,,,2015-10-05,1,,,,,フライ,0
75645,4011103005526,12,0,2019-12-18,2019-12-12,合同会社永卓商会,,305,埼玉県,川口市,中青木２丁目２０番８号,,11,203,3320032,,,,,,,2015-10-05,1,,,,,エイタクショウカイ,0
