22882,2012401021877,01,0,2015-10-30,2015-10-05,株式会社北辰,,301,北海道,旭川市,春光四条９丁目８番４号,,01,204,0700874,,,,,,,2015-10-05,1,,,,,,0
136831,7012401023497,01,1,2020-04-30,2015-10-05,株式会社ウイングネット,,301,北海道,札幌市中央区,南十五条西１５丁目１－１５－２０１号,,01,101,0640915,,,,,,,2015-10-05,1,,,,,ウイングネット,0
159636,8012401024585,12,1,2018-10-31,2018-10-26,株式会社セプティメルスポーツ,,301,北海道,札幌市豊平区,月寒東四条９丁目１番９号,,01,105,0620054,,,,,,,2015-10-05,1,,,,,セプティメルスポーツ,0
7846,3012401021050,01,1,2019-10-02,2015-10-05,株式会社ＡＢＳＮコンサルティング,,301,青森県,青森市,造道３丁目２番２号,,02,201,0300911,,,,,,,2015-10-05,1,,,,,エイビイエスエヌコンサルティング,0
23385,7012401023332,01,0,2015-10-30,2015-10-05,株式会社ビットグラム,,301,青森県,青森市,浪館前田１丁目１０番地３３号,,02,201,0380024,,,,,,,2015-10-05,1,,,,,,0
27251,8012401029584,12,0,2018-09-13,2018-09-05,株式会社エスプリット,,301,青森県,弘前市,大字亀甲町３２番地,,02,202,0368332,,,,,,,2015-10-05,1,,,,,エスプリット,0
13798,5012401023202,12,0,2019-01-17,2019-01-10,ごえん株式会社,,301,岩手県,北上市,常盤台４丁目７番４５号,,03,206,0240012,,,,,,,2015-10-05,1,,,,,ゴエン,0
41,1012401021135,12,0,2018-07-17,2018-07-09,テクノ住建株式会社,,301,宮城県,宮城郡七ヶ浜町,花渕浜字上ノ山２２番地,,04,404,9850803,,,,,,,2015-10-05,1,,,,,テクノジュウケン,0
42,1012401022604,12,0,2016-04-11,2016-04-07,アンドリボン株式会社,,301,宮城県,加美郡加美町,宮崎字浦一番５７番地,,04,445,9814401,,,,,,,2015-10-05,1,,,,,,0
48429,7012401021749,21,0,2016-02-26,2016-02-23,株式会社東日本震災復興協会,,301,宮城県,仙台市青葉区,本町１丁目１２番１２号ＧＭビルディング２Ｄ,,04,101,9800014,,,2016-02-23,01,,,2015-10-05,1,,,,,,0
7455,2012401022891,12,0,2017-05-26,2017-05-22,株式会社総合調査企画,,301,福島県,耶麻郡西会津町,野沢字羽場木免丙１７６５－１,,07,405,9694406,,,,,,,2015-10-05,1,,,,,,0
7456,2012401024871,12,0,2018-11-28,2018-11-22,株式会社ライフデザイン計画,,301,福島県,郡山市,山根町３番１７号,,07,203,9638832,,,,,,,2015-10-05,1,,,,,ライフデザインケイカク,0
9279,2012401020895,12,0,2017-11-01,2017-10-25,株式会社スペースアイランド,,301,茨城県,つくば市,島名２１７１番地,,08,220,3002655,,,,,,,2015-10-05,1,,,,,,0
9280,2012401029747,12,0,2016-08-23,2016-08-19,株式会社ケント,,301,茨城県,土浦市,荒川沖東１丁目５番１号,,08,203,3000871,,,,,,,2015-10-05,1,,,,,,0
64396,8012401025641,11,0,2017-12-12,2017-12-04,ＢＬＯＳＳＯＮ株式会社,,301,茨城県,つくば市,東光台３丁目２０番地２,,08,220,3002635,,,,,,,2015-10-05,1,,,,,,0
64397,8012401025708,12,0,2016-05-10,2016-04-28,ＮＯＴＥ株式会社,,301,茨城県,牛久市,小坂町２７６６,,08,219,3001286,,,,,,,2015-10-05,1,,,,,,0
7585,2012401020482,11,1,2018-05-08,2016-06-01,株式会社栃木ショッカー,,301,栃木県,栃木市,城内町２丁目２１番２４号,,09,203,3280033,,,,,,,2015-10-05,1,,,,,トチギショッカー,0
37584,6012401024050,12,0,2018-11-30,2018-11-26,株式会社ライフデザイン開発,,301,栃木県,宇都宮市,元今泉４丁目８番２０号,,09,201,3210954,,,,,,,2015-10-05,1,,,,,ライフデザインカイハツ,0
60081,9012401020831,21,0,2018-04-27,2018-04-24,株式会社ヴェルチー,,301,栃木県,大田原市,浅香３丁目４番２０号ルナパレスⅢ４０５号,00024187,09,210,3240043,,,2018-04-24,01,,,2015-10-05,1,,,,,ヴェルチー,0
7637,2012401020136,12,0,2018-11-28,2018-11-22,株式会社ライフデザイン工房,,301,群馬県,高崎市,高砂町６４番地,,10,202,3700047,,,,,,,2015-10-05,1,,,,,ライフデザインコウボウ,0
7638,2012401029648,21,0,2019-06-10,2019-06-03,株式会社すまいる企画,,301,群馬県,前橋市,荒牧町２丁目１番地３,,10,201,3710044,,,2019-06-03,01,,,2015-10-05,1,,,,,,0
22846,4012401022709,01,0,2015-10-30,2015-10-05,株式会社アスリックス,,301,群馬県,前橋市,富士見町小暮３４７－３,,10,201,3710103,,,,,,,2015-10-05,1,,,,,,0
60841,9012401020451,12,0,2018-04-20,2018-04-16,株式会社ＨＯＷＬ,,301,群馬県,高崎市,金古町７９３番地,,10,202,3703511,,,,,,,2015-10-05,1,,,,,ハウル,0
614,1012401022430,12,0,2018-01-09,2018-01-04,株式会社四季根彩,,301,埼玉県,比企郡嵐山町,大字千手堂２５－１５,,11,342,3550227,,,,,,,2015-10-05,1,,,,,,0
615,1012401024518,01,0,2015-11-06,2015-10-05,メイクザフルーツ株式会社,,301,埼玉県,上尾市,柏座１丁目９番８－３８号,,11,219,3620075,,,,,,,2015-10-05,1,,,,,,0
25802,2012401022990,12,0,2015-12-15,2015-12-10,株式会社村上,,301,埼玉県,所沢市,大字下富１０４３番地の９１,,11,208,3590001,,,,,,,2015-10-05,1,,,,,,0
25803,2012401024211,12,0,2019-09-02,2019-08-07,株式会社テイエス企画,,301,埼玉県,狭山市,大字北入曽８１８番地の６,,11,215,3501315,,,,,,,2015-10-05,1,,,,,テイエスキカク,0
25804,2012401024558,12,0,2017-12-19,2017-12-14,株式会社アートワークスギルド,,301,埼玉県,入間市,大字小谷田１５１８番地５５,,11,225,3580026,,,,,,,2015-10-05,1,,,,,,0
50841,3012401021455,12,1,2019-05-29,2016-08-31,株式会社エム・アール,,301,埼玉県,新座市,野寺１丁目２番６号野島マンションⅡ棟２０１号,00107754,11,230,3520034,,,,,,,2015-10-05,1,,,,,エムアール,0
50842,3012401021950,01,0,2015-11-06,2015-10-05,トウキョウアート株式会社,,301,埼玉県,狭山市,狭山４９番３９号,,11,215,3501334,,,,,,,2015-10-05,1,,,,,,0
50843,3012401023154,12,0,2017-01-20,2017-01-13,株式会社ワイライン,,301,埼玉県,所沢市,有楽町６番７号,,11,208,3591117,,,,,,,2015-10-05,1,,,,,,0
50844,3012401023690,12,0,2018-02-14,2018-02-08,株式会社スリーリングス,,301,埼玉県,飯能市,大字上名栗９１０番地３,,11,209,3570111,,,,,,,2015-10-05,1,,,,,,0
50845,3012401024012,01,0,2015-11-06,2015-10-05,株式会社エコロ,,301,埼玉県,児玉郡上里町,大字神保原町２０３０番地,,11,385,3690305,,,,,,,2015-10-05,1,,,,,,0
50846,3012401025002,01,1,2020-01-16,2015-10-05,株式会社パドマ・ビハーラ,,301,埼玉県,春日部市,新宿新田３３５番１,,11,214,3440113,,,,,,,2015-10-05,1,,,,,パドマビハーラ,0
75911,4012401021090,21,0,2020-05-13,2020-04-21,サミット・ワイヤレス・ジャパン株式会社,,301,埼玉県,戸田市,氷川町２丁目８番２８－１０３号,,11,224,3350027,,,2020-04-21,01,,,2015-10-05,1,,,,,サミットワイヤレスジャパン,0
75912,4012401021454,01,0,2015-11-06,2015-10-05,株式会社サクライ,,301,埼玉県,戸田市,本町４丁目７番１０号,,11,224,3350023,,,,,,,2015-10-05,1,,,,,,0
101011,5012401021008,01,0,2015-11-06,2015-10-05,株式会社ネットスモーカーズ,,301,埼玉県,さいたま市南区,南浦和３丁目１０番３号,,11,108,3360017,,,,,,,2015-10-05,1,,,,,,0
101012,5012401021478,12,0,2019-09-24,2019-09-18,株式会社パーシモンミュージック,,301,埼玉県,さいたま市西区,大字指扇３６５８番地５０６,,11,101,3310047,,,,,,,2015-10-05,1,,,,,パーシモンミュージック,0
101013,5012401021833,12,1,2018-10-31,2018-10-25,株式会社バイセル・ジャパン,,301,埼玉県,川越市,大字小ケ谷２４７番地３,,11,201,3501104,,,,,,,2015-10-05,1,,,,,バイセルジャパン,0
101014,5012401021973,12,0,2020-04-08,2020-04-01,株式会社エム・ジェイ・カンパニー,,301,埼玉県,所沢市,西狭山ケ丘１丁目２４８６番地の４フェリーセⅡ１階,00119464,11,208,3591163,,,,,,,2015-10-05,1,,,,,エムジェイカンパニー,0
101015,5012401022501,01,1,2018-05-16,2015-10-05,株式会社ロイテ,,301,埼玉県,朝霞市,幸町２丁目３番７号,,11,227,3510015,,,,,,,2015-10-05,1,,,,,ロイテ,0
