108754,1012801020001,01,0,2020-03-02,2020-03-02,株式会社ビック,,301,東京都,立川市,曙町２丁目１５番２１号尾崎ビル２階,00119085,13,202,1900012,,,,,,,2020-03-02,1,,,,,ビック,0
108755,1012801020026,01,0,2020-03-13,2020-03-13,株式会社ヒキエス,,301,東京都,国分寺市,本町２丁目２番１号シティタワー国分寺ザ・ツインイーストＥ２５０１,,13,214,1850012,,,,,,,2020-03-13,1,,,,,ヒキエス,0
108756,1012801020042,01,0,2020-03-19,2020-03-19,株式会社Ｒ－ｇｌｏｗ,,301,東京都,国分寺市,東恋ヶ窪４丁目２８番地７サンクレイドル西国分寺１０１,,13,214,1850014,,,,,,,2020-03-19,1,,,,,アールグロウ,0
108757,1012801020059,01,0,2020-03-30,2020-03-30,シノックス株式会社,,301,東京都,日野市,万願寺３丁目３９番地の１,,13,212,1910024,,,,,,,2020-03-30,1,,,,,シノックス,0
108758,1012801020067,01,0,2020-04-03,2020-04-03,株式会社グランドライン,,301,東京都,武蔵村山市,岸１丁目４４番地の１７,,13,223,2080031,,,,,,,2020-04-03,1,,,,,,0
108759,1012801020075,01,0,2020-04-06,2020-04-06,株式会社ＴＡＫＡＹＡ建設,,301,東京都,国立市,泉３丁目３０番地の４,,13,215,1860012,,,,,,,2020-04-06,1,,,,,タカヤケンセツ,0
108760,1012801020083,01,0,2020-04-13,2020-04-13,ＢＬＵＥ　ＷＨＡＬＥＳ　ＪＡＰＡＮ株式会社,,301,東京都,立川市,錦町１丁目１４番３０号テクノピア立川４０５,,13,202,1900022,,,,,,,2020-04-13,1,,,,,ブルーウェルスジャパン,0
108761,1012801020091,01,0,2020-04-16,2020-04-16,株式会社ＺＥＬＯＮＥＳ．ＨＤ,,301,東京都,昭島市,上川原町２丁目１２番１４号ｓｉｌｖａｃｏｕｒｔ４Ｃ,,13,207,1960011,,,,,,,2020-04-16,1,,,,,ゼローネスホールディングス,0
108762,1012801020125,01,0,2020-05-12,2020-05-12,株式会社ケーワーク,,301,東京都,武蔵村山市,神明３丁目８４番地の７,,13,223,2080002,,,,,,,2020-05-12,1,,,,,ケーワーク,0
108763,1012801020141,01,0,2020-05-19,2020-05-19,株式会社雅,,301,東京都,立川市,柴崎町３丁目２番１４号３Ｆ,,13,202,1900023,,,,,,,2020-05-19,1,,,,,ミヤビ,0
108764,1012801020158,01,0,2020-05-28,2020-05-28,株式会社リベルテ,,301,東京都,昭島市,中神町１３６６番地３４,,13,207,1960022,,,,,,,2020-05-28,1,,,,,リベルテ,0
488,2012801020000,11,0,2020-06-02,2020-05-28,株式会社ＴＯＨＬＵ,,301,東京都,国分寺市,本多５丁目５番１号第５千代鶴ビル１０２,,13,214,1850011,,,,,,,2020-03-02,1,,,,,トール,0
229740,2012801020009,01,0,2020-03-06,2020-03-06,株式会社直英,,301,東京都,国分寺市,本町４丁目１３番１２号第７荒田ビル２００５号,,13,214,1850012,,,,,,,2020-03-06,1,,,,,チョクエイ,0
229741,2012801020017,01,0,2020-03-11,2020-03-11,株式会社ノア,,301,東京都,国分寺市,西町１丁目６番地６７,,13,214,1850035,,,,,,,2020-03-11,1,,,,,ノア,0
229742,2012801020041,01,0,2020-03-18,2020-03-18,株式会社フクザキ,,301,東京都,東大和市,立野４丁目５０３番地の３セントレー玉川上水６０４号室,,13,220,2070021,,,,,,,2020-03-18,1,,,,,フクザキ,0
229743,2012801020058,01,0,2020-03-27,2020-03-27,株式会社ミザンセーヌ,,301,東京都,立川市,錦町１丁目２３－５,,13,202,1900022,,,,,,,2020-03-27,1,,,,,ミザンセーヌ,0
229744,2012801020066,01,0,2020-04-03,2020-04-03,株式会社本田電設,,301,東京都,昭島市,宮沢町１丁目１８番１－１０５号,,13,207,1960024,,,,,,,2020-04-03,1,,,,,ホンダデンセツ,0
