5,1000030090002,01,1,2018-04-03,2015-10-05,"足利市松田財産区",,201,"栃木県","足利市","本城３丁目２１４５",,09,202,3260808,,,,,,,2015-10-05,1,"Ashikaga city matsuda zaisanku","Tochigi","3-2145 Honjou, Ashikaga shi",,"アシカガシマツダザイサンク",0
6,1000030090010,01,1,2018-04-03,2015-10-05,"鹿沼市清洲財産区",,201,"栃木県","鹿沼市","深程１１６－１",,09,205,3220302,,,,,,,2015-10-05,1,"Kanumashikiyosuzaisanku","Tochigi","116-1 Fukahodo, Kanuma shi",,"カヌマシキヨスザイサンク",0
7538,2000030090001,01,1,2018-04-03,2015-10-05,"足利市名草財産区",,201,"栃木県","足利市","本城３丁目２１４５",,09,202,3260808,,,,,,,2015-10-05,1,"Ashikaga city nagusa zaisanku","Tochigi","3-2145 Honjou, Ashikaga shi",,"アシカガシナグサザイサンク",0
15026,3000030090009,01,1,2018-04-03,2015-10-05,"鹿沼市粕尾財産区",,201,"栃木県","鹿沼市","中粕尾２７３－２",,09,205,3220422,,,,,,,2015-10-05,1,"Kanumashikasuozaisanku","Tochigi","273-2 Nakakasuo, Kanuma shi",,"カヌマシカスオザイサンク",0
22549,4000030090008,01,1,2018-04-03,2015-10-05,"鹿沼市粟野財産区",,201,"栃木県","鹿沼市","口粟野１７８０",,09,205,3220305,,,,,,,2015-10-05,1,"Kanumashiawanozaisanku","Tochigi","1780 Kuchiawano, Kanuma shi",,"カヌマシアワノザイサンク",0
30020,5000030090007,01,1,2018-04-03,2015-10-05,"鹿沼市加蘇財産区",,201,"栃木県","鹿沼市","加園１３６４",,09,205,3220252,,,,,,,2015-10-05,1,"Kanumashikasozaisanku","Tochigi","1364 Kazono, Kanuma shi",,"カヌマシカソザイサンク",0
30021,5000030090015,01,1,2018-04-03,2015-10-05,"那須烏山市境財産区",,201,"栃木県","那須烏山市","中央１丁目１番１号",,09,215,3210621,,,,,,,2015-10-05,1,"Nasukarasuyamashi Sakaizaisanku","Tochigi","1-1-1 Chuo, Nasukarasuyama shi",,"ナスカラスヤマシサカイザイサンク",0
37537,6000030090006,01,1,2018-04-03,2015-10-05,"鹿沼市西大芦財産区",,201,"栃木県","鹿沼市","草久９６０",,09,205,3220101,,,,,,,2015-10-05,1,"Kanumashinishiooashizaisanku","Tochigi","960 Kusagyuu, Kanuma shi",,"カヌマシニシオオアシザイサンク",0
37538,6000030090014,01,1,2018-04-03,2015-10-05,"大田原市須賀川財産区",,201,"栃木県","大田原市","本町１丁目４番１号",,09,210,3240041,,,,,,,2015-10-05,1,"Ohtawarashisukagawazaisanku","Tochigi","1-4-1 Honcho, Ohtawara shi",,"オオタワラシスカガワザイサンク",0
45049,7000030090005,01,1,2018-04-03,2015-10-05,"栃木市寺尾財産区",,201,"栃木県","栃木市","万町９－２５",,09,203,3280015,,,,,,,2015-10-05,1,"Tochigishiteraozaisanku","Tochigi","9-25 Yorozucho, Tochigi shi",,"トチギシテラオザイサンク",0
45050,7000030090013,01,1,2018-04-03,2015-10-05,"日光市西川財産区",,201,"栃木県","日光市","今市本町１番地",,09,206,3211272,,,,,,,2015-10-05,1,"Nikko shi nishikawa zaisanku","Tochigi","1 Imaichihoncho, Nikko shi",,"ニッコウシニシカワザイサンク",0
52537,8000030090004,01,1,2018-04-03,2015-10-05,"足利市小俣財産区",,201,"栃木県","足利市","本城３丁目２１４５",,09,202,3260808,,,,,,,2015-10-05,1,"Ashikaga city omata zaisanku","Tochigi","3-2145 Honjou, Ashikaga shi",,"アシカガシオマタザイサンク",0
52538,8000030090012,01,1,2018-04-03,2015-10-05,"日光市湯西川財産区",,201,"栃木県","日光市","今市本町１番地",,09,206,3211272,,,,,,,2015-10-05,1,"Nikko shi yunishigawa zaisanku","Tochigi","1 Imaichihoncho, Nikko shi",,"ニッコウシユニシガワザイサンク",0
60033,9000030090003,01,1,2018-04-03,2015-10-05,"足利市葉鹿財産区",,201,"栃木県","足利市","本城３丁目２１４５",,09,202,3260808,,,,,,,2015-10-05,1,"Ashikaga city hajika zaisanku","Tochigi","3-2145 Honjou, Ashikaga shi",,"アシカガシハジカザイサンク",0
60034,9000030090011,01,1,2018-04-03,2015-10-05,"日光市小来川財産区",,201,"栃木県","日光市","今市本町１番地",,09,206,3211272,,,,,,,2015-10-05,1,"Nikko shi okorogawa zaisanku ","Tochigi","1 Imaichihoncho, Nikko shi",,"ニッコウシオコロガワザイサンク",0
