9132,1080001023231,12,0,2020-01-22,2020-01-17,株式会社日本再生システム,,301,茨城県,取手市,新町２丁目２番１６号ルックハイツ取手第一１２０４号,,08,217,3020024,,,,,,,2019-12-02,1,,,,,ニホンサイセイシステム,0
100300,4080001021059,12,0,2017-08-02,2017-07-28,Ｈ．Ｇ株式会社,,301,埼玉県,川口市,西川口１丁目３７番１９号シャロン西川口４０３,,11,203,3320021,,,,,,,2016-07-22,1,,,,,,0
21690,1080001021128,12,0,2019-08-07,2019-08-02,株式会社ｆｉｖｅ　Ｓ,,301,千葉県,千葉市花見川区,幕張町４丁目６８７番地２セシール幕張Ⅰ－２０１号,00117368,12,102,2620032,,,,,,,2016-09-15,1,,,,,ファイブエス,0
86906,4080001021166,12,0,2020-03-19,2020-03-16,株式会社イデア・アソシエイツ,,301,千葉県,船橋市,東中山２丁目１３番２０－１０９号,,12,204,2730036,,,,,,,2016-10-03,1,,,,,イデアアソシエイツ,0
86907,4080001022172,12,0,2018-07-06,2018-07-03,株式会社モチベイ,,301,千葉県,白井市,根１７９４番６,,12,232,2701431,,,,,,,2018-04-10,1,,,,,モチベイ,0
152236,7080001020875,12,0,2016-06-22,2016-06-17,日東商事株式会社,,301,千葉県,千葉市若葉区,古泉町５０２番５,,12,104,2650042,,,,,,,2016-04-15,1,,,,,,0
120047,1080001020402,12,0,2016-03-16,2016-03-11,株式会社ｉＰｒｏｖｉｄｅ,,301,東京都,港区,南青山２丁目２番１５号ＷｉｎＡｏｙａｍａビルＵＣＦ９階,,13,103,1070062,,,,,,,2015-10-05,1,,,,,,0
120048,1080001020435,12,0,2018-11-21,2018-11-14,株式会社葵コンサルティング,,301,東京都,町田市,根岸町１００８番地１,,13,209,1940034,,,,,,,2015-10-05,1,,,,,アオイコンサルティング,0
120049,1080001022745,12,0,2019-06-07,2019-06-04,株式会社アール・エフ,,301,東京都,大田区,南千束２丁目２８番１２号,,13,111,1450063,,,,,,,2019-03-18,1,,,,,アールエフ,0
241170,2080001020005,12,0,2019-04-26,2019-04-22,株式会社ｇｌｕｕｍ,,301,東京都,渋谷区,渋谷２丁目１０番１５号エキスパートオフィス渋谷１０１,,13,113,1500002,,,,,,,2015-10-05,1,,,,,グルーム,0
241171,2080001020376,12,1,2018-11-08,2017-08-10,ＰＧメディカルケア株式会社,,301,東京都,品川区,上大崎３丁目１４番３５号,,13,109,1410021,,,,,,,2015-10-05,1,,,,,ピージーメディカルケア,0
241172,2080001022240,12,0,2019-03-06,2019-03-01,株式会社Ｋ,,301,東京都,国立市,東１丁目６－２７川島ビル２Ｆ,,13,215,1860002,,,,,,,2018-05-25,1,,,,,ケイ,0
362070,3080001020111,12,0,2016-11-01,2016-10-28,株式会社カルチャー・コンバージェンス・デザイン,,301,東京都,新宿区,大京町３１番５号ＶＩＰ新宿御苑５０３号,,13,104,1600015,,,,,,,2015-10-05,1,,,,,,0
362071,3080001020474,12,0,2020-02-28,2020-02-26,株式会社ＲＩＣＣＩ　ＥＶＥＲＹＤＡＹ,,301,東京都,渋谷区,猿楽町２４番１号ＲＯＯＢ２・２Ｃ,,13,113,1500033,,,,,,,2015-10-05,1,,,,,リッチーエブリデイ,0
483107,4080001020267,12,0,2019-07-03,2019-06-28,Ｐａｒｔｙ　Ｍａｓｏｎ株式会社,,301,東京都,港区,赤坂８丁目４番１４号青山タワープレイス８階ｆａｂｂｉｔ青山１０３,,13,103,1070052,,,,,,,2015-10-05,1,,,,,パーティーメイソン,0
483108,4080001020548,12,0,2020-05-12,2020-05-07,未来シフト株式会社,,301,東京都,品川区,上大崎２丁目１８番１６号ヴェリテ目黒３Ｆ,,13,109,1410021,,,,,,,2015-10-22,1,,,,,ミライシフト,0
483109,4080001020944,12,0,2016-06-14,2016-06-09,アクセス株式会社,,301,東京都,中野区,東中野５丁目３番１号,,13,114,1640003,,,,,,,2016-05-24,1,,,,,,0
604527,5080001021000,12,0,2018-08-14,2018-08-10,伊藤商事株式会社,,301,東京都,荒川区,荒川１丁目３１番８号,,13,118,1160002,,,,,,,2016-07-11,1,,,,,イトウショウジ,0
