66449,1011002048711,01,0,2015-10-28,2015-10-05,"有限会社ナカマ・リンピエツサ",,302,"東京都","目黒区","三田２丁目３番１号",,13,110,1530062,,,,,,,2015-10-05,1,,,,,,0
187321,2011002048710,01,0,2015-10-28,2015-10-05,"有限会社中村電機製作所",,302,"東京都","目黒区","目黒本町３丁目１１番６号",,13,110,1520002,,,,,,,2015-10-05,1,,,,,,0
187322,2011002048719,01,0,2015-10-28,2015-10-05,"有限会社浜中屋商店",,302,"東京都","目黒区","原町２丁目２１番８号",,13,110,1520011,,,,,,,2015-10-05,1,,,,,,0
308407,3011002048718,01,0,2015-10-28,2015-10-05,"英企画有限会社",,302,"東京都","目黒区","柿の木坂２丁目４番７－３０３号",,13,110,1520022,,,,,,,2015-10-05,1,,,,,,0
308408,3011002048726,01,0,2015-10-28,2015-10-05,"有限会社中原商会",,302,"東京都","目黒区","平町１丁目８番９号",,13,110,1520032,,,,,,,2015-10-05,1,,,,,,0
429669,4011002048709,01,0,2015-10-28,2015-10-05,"有限会社ナカマ",,302,"東京都","目黒区","三田２丁目３番１号",,13,110,1530062,,,,,,,2015-10-05,1,,,,,,0
429670,4011002048717,01,0,2015-10-28,2015-10-05,"有限会社服部真珠商会",,302,"東京都","目黒区","緑が丘１丁目６番１号",,13,110,1520034,,,,,,,2015-10-05,1,,,,,,0
550772,5011002048708,21,0,2016-02-12,2016-02-10,"ナナオ無線有限会社",,302,"東京都","目黒区","中目黒１丁目６６５番地",,13,110,1530061,,,2016-02-10,21,,,2015-10-05,1,,,,,,0
550773,5011002048716,01,0,2015-10-28,2015-10-05,"有限会社廃資源開発",,302,"東京都","目黒区","東山１丁目２５番６号",,13,110,1530043,,,,,,,2015-10-05,1,,,,,,0
550774,5011002049276,21,0,2016-10-11,2016-10-04,"有限会社東光給食センター",,302,"東京都","目黒区","鷹番３丁目２１番７号",,13,110,1520004,,,2016-10-04,01,,,2016-09-06,1,,,,,,0
671954,6011002048707,01,0,2015-10-28,2015-10-05,"有限会社小松屋酒店",,302,"東京都","目黒区","中根２丁目５番１２号",,13,110,1520031,,,,,,,2015-10-05,1,,,,,,0
671955,6011002048715,01,0,2015-10-28,2015-10-05,"有限会社日本教育システム",,302,"東京都","目黒区","碑文谷１丁目１５番８号",,13,110,1520003,,,,,,,2015-10-05,1,,,,,,0
793266,7011002048714,01,0,2015-10-28,2015-10-05,"有限会社浪口美容院",,302,"東京都","目黒区","青葉台１丁目２９番６－６０８号",,13,110,1530042,,,,,,,2015-10-05,1,,,,,,0
914137,8011002048713,21,0,2016-02-12,2016-02-10,"有限会社中村屋",,302,"東京都","目黒区","鷹番３丁目８番５号",,13,110,1520004,,,2016-02-10,21,,,2015-10-05,1,,,,,,0
914138,8011002048721,01,0,2015-10-28,2015-10-05,"有限会社松平研究所",,302,"東京都","目黒区","五本木２丁目７番１２号",,13,110,1530053,,,,,,,2015-10-05,1,,,,,,0
914139,8011002049595,01,0,2018-05-18,2018-05-15,"有限会社桐屋京染店",,302,"東京都","目黒区","上目黒２丁目２番７号",,13,110,1530051,,,,,,,2018-05-15,1,,,,,,0
1035183,9011002048712,01,0,2015-10-28,2015-10-05,"有限会社中村木材",,302,"東京都","目黒区","五本木３丁目３０番１２号",,13,110,1530053,,,,,,,2015-10-05,1,,,,,,0
1035184,9011002048720,21,0,2016-02-12,2016-02-10,"有限会社浜松屋染物店",,302,"東京都","目黒区","上目黒七丁目１２２８番地",,13,110,1520000,,,2016-02-10,21,,,2015-10-05,1,,,,,,0
