182257,8700150092585,01,0,2019-01-30,2019-01-25,えんがるの宝を守り，未来につなげるプロジェクト実行委員会,,499,北海道,紋別郡遠軽町,白滝１３８番地１白滝総合支所内,,01,555,0990111,,,,,,,2019-01-25,1,,,,,エンガルノタカラヲマモリミライニツナゲルプロジェクトジッコウイインカイ,0
182258,8700150097320,01,0,2020-01-10,2020-01-07,豊富町農業担い手育成センター,,499,北海道,天塩郡豊富町,字豊富大通６丁目豊富町役場内,,01,516,0984110,,,,,,,2020-01-07,1,,,,,トヨトミチヨウノウギヨウニナイテイクセイセンター,0
205015,9700150090167,11,0,2020-05-25,2020-05-20,とらいあんぐる９４６,,499,北海道,釧路市,川上町９丁目１番地,,01,206,0850012,,,,,,,2018-07-25,1,,,,,トライアングルクシロ,0
205016,9700150093228,01,0,2019-03-07,2019-03-04,恵庭市戸磯南土地区画整理組合,,499,北海道,恵庭市,相生町２４５番地,,01,231,0611448,,,,,,,2019-03-04,1,,,,,エニワシトイソミナミトチクカクセイリクミアイ,0
205017,9700150094184,01,0,2019-05-23,2019-05-14,湧別町吹奏楽ジョイントコンサート実行委員会,,499,北海道,紋別郡湧別町,上湧別屯田市街地３１８番地湧別町役場内,,01,559,0996501,,,,,,,2019-05-14,1,,,,,ユウベツチヨウスイソウガクジヨイントコンサートジツコウイインカイ,0
205018,9700150094630,01,0,2019-07-12,2019-06-10,東川町大雪山国立公園保護協会,,499,北海道,上川郡東川町,旭岳温泉　旭岳ビジターセンター,,01,458,0711400,,,,,,,2019-06-10,1,,,,,ヒガシカワチヨウタイセツザンコクリツコウエンホゴキヨウカイ,0
7805,2700150096658,01,0,2019-12-04,2019-11-15,広田堰地区保全会,,499,青森県,五所川原市,大字豊成字田子ノ浦６５－６,,02,205,0370621,,,,,,,2019-11-15,1,,,,,ヒロタゼキチクホゼンカイ,0
11680,3700150091947,01,0,2018-12-18,2018-12-05,青森フットボールクラブ,,499,青森県,青森市,緑２丁目１０－１０,,02,201,0300845,,,,,,,2018-12-05,1,,,,,アオモリフツトボールクラブ,0
11681,3700150095535,01,0,2019-09-05,2019-08-08,ジェイテック労働組合,,499,青森県,上北郡六ヶ所村,大字尾駮字弥栄平１－１０８,,02,411,0393212,,,,,,,2019-08-08,1,,,,,ジエイテツクロウドウクミアイ,0
15595,4700150094255,01,0,2019-06-19,2019-05-17,ほぞのなかよしクラブ,,499,青森県,八戸市,大字尻内町字尻内河原４０－１０,,02,203,0391101,,,,,,,2019-05-17,1,,,,,ホゾノナカヨシクラブ,0
15596,4700150098529,01,0,2020-05-08,2020-03-30,ＵＡゼンセンオールマエダユニオン,,499,青森県,むつ市,新町９－８,,02,208,0350051,,,,,,,2020-03-30,1,,,,,ユーエーゼンセンオールマエダユニオン,0
19463,5700150098759,01,0,2020-04-27,2020-04-13,十和田八甲田日本短角牛推進協議会,,499,青森県,十和田市,東三番町２９－１６,,02,206,0340031,,,,,,,2020-04-13,1,,,,,トワダハツコウダニホンタンカクギユウスイシンキヨウギカイ,0
23337,6700150098741,01,0,2020-04-30,2020-04-10,是川新鮮あおぞら市,,499,青森県,八戸市,是川１丁目１２－１０,,02,203,0310023,,,,,,,2020-04-10,1,,,,,コレカワシンセンアオゾライチ,0
27205,7700150091398,01,0,2018-11-29,2018-10-30,廻堰環境保全会,,499,青森県,北津軽郡鶴田町,大字廻堰字上桂井２２－１,,02,384,0383542,,,,,,,2018-10-30,1,,,,,マワリゼキカンキヨウホゼンカイ,0
34997,9700150094176,01,0,2019-05-23,2019-05-14,白神山地ガイド会,,499,青森県,弘前市,大字藤代１丁目１２－１,,02,202,0368373,,,,,,,2019-05-14,1,,,,,シラカミサンチガイドカイ,0
34998,9700150095348,01,0,2019-08-02,2019-07-18,赤田資源保全会,,499,青森県,北津軽郡板柳町,大字赤田字松下５９－１,,02,381,0383683,,,,,,,2019-07-18,1,,,,,アカダシゲンホゼンカイ,0
34999,9700150096651,01,0,2019-11-21,2019-11-15,広田堰土地改良区,,499,青森県,五所川原市,大字広田字柳沼３番５,,02,205,0370023,,,,,,,2019-11-15,1,,,,,ヒロタゼキトチカイリヨウク,0
3460,1700150094902,01,0,2019-07-16,2019-06-17,志波城跡愛護協会,,499,岩手県,盛岡市,上鹿妻五兵衛新田４７－１１　志波城古代公園案内所,,03,201,0200855,,,,,,,2019-06-17,1,,,,,シワジヨウアトアイゴキヨウカイ,0
6938,2700150091295,01,0,2018-10-24,2018-10-19,全標協岩手県協会,,499,岩手県,盛岡市,松尾町１７－９,,03,201,0200873,,,,,,,2018-10-19,1,,,,,ゼンヒョウキョウイワテケンキョウカイ,0
10312,3700150095469,01,0,2019-08-02,2019-07-30,長橋町自治会,,499,岩手県,盛岡市,長橋町２０番８７,,03,201,0200146,,,,,,,2019-07-30,1,,,,,ナガハシチョウジチカイ,0
13779,4700150097456,01,0,2020-02-06,2020-01-20,いわて盛岡シティマラソン実行委員会,,499,岩手県,盛岡市,内丸３番４６号,,03,201,0200023,,,,,,,2020-01-20,1,,,,,イワテモリオカシテイマラソンジツコウイインカイ,0
13780,4700150098685,01,0,2020-04-30,2020-04-07,盛岡駅前商業研究会,,499,岩手県,盛岡市,盛岡駅前通１０－６マルカンペットビル３Ｆ,,03,201,0200034,,,,,,,2020-04-07,1,,,,,モリオカエキマエシヨウギヨウケンキユウカイ,0
17193,5700150095418,01,0,2019-08-08,2019-07-29,すみた民泊協会,,499,岩手県,気仙郡住田町,世田米字川向８８－１,,03,441,0292311,,,,,,,2019-07-29,1,,,,,スミタミンパクキヨウカイ,0
24063,7700150092479,01,0,2019-03-05,2019-01-22,大豆加工施設建設委員会,,499,岩手県,奥州市,江刺田原字深沢１４６－１,,03,215,0230171,,,,,,,2019-01-22,1,,,,,ダイズカコウシセツケンセツイインカイ,0
24064,7700150092652,01,0,2019-02-01,2019-01-29,県北ものづくり産業ネットワーク,,499,岩手県,二戸市,石切所字荷渡６－３県北広域振興局二戸地域振興センター内,,03,213,0286103,,,,,,,2019-01-29,1,,,,,ケンポクモノヅクリサンギョウネットワーク,0
24065,7700150093980,01,0,2019-06-11,2019-04-23,大船渡市郷土芸能活性化事業実行委員会,,499,岩手県,大船渡市,大船渡町字台１３－１７,,03,203,0220002,,,,,,,2019-04-23,1,,,,,オオフナトシキヨウドゲイノウカツセイカジギヨウジツコウイインカイ,0
24066,7700150097296,01,0,2020-02-10,2020-01-06,滝沢児童クラブ運営委員会,,499,岩手県,一関市,滝沢字寺下４６,,03,209,0290132,,,,,,,2020-01-06,1,,,,,タキザワジドウクラブウンエイイインカイ,0
30917,9700150097451,01,0,2020-02-06,2020-01-20,いわて水産アカデミー運営協議会,,499,岩手県,釜石市,大字平田第３地割７５番地３,,03,211,0260001,,,,,,,2020-01-20,1,,,,,イワテスイサンアカデミーウンエイキヨウギカイ,0
30918,9700150098846,01,1,2020-05-26,2020-04-23,一関市国際交流協会,,499,岩手県,一関市,大町４－２９なのはなプラザ４階,,03,209,0210881,,,,,,,2020-04-23,1,Ichinoseki International Association,Iwate,"4F Nanohana Plaza.  4-29, Omachi, Ichinoseki City",,イチノセキシコクサイコウリユウキヨウカイ,0
16209,2700150094240,01,0,2019-06-07,2019-05-17,Ｇｏｏｄすぽーつ東松島,,499,宮城県,東松島市,小松字上浮足１６４,,04,214,9810504,,,,,,,2019-05-17,1,,,,,グツドスポーツヒガシマツシマ,0
24273,3700150092152,01,0,2019-01-18,2018-12-21,仙台市立仙台青陵中等教育学校生徒育成後援会,,499,宮城県,仙台市青葉区,国見ケ丘７丁目１４４番地,,04,101,9893201,,,,,,,2018-12-21,1,,,,,センダイシリツセンダイセイリヨウチユウトウキヨウイクガツコウセイトイクセイコウエンカイ,0
24274,3700150094355,01,0,2019-06-14,2019-05-23,ロイヤルパレス富沢東管理組合,,499,宮城県,仙台市太白区,大野田３丁目１３番４１,,04,104,9820014,,,,,,,2019-05-23,1,,,,,ロイヤルパレストミザワヒガシカンリクミアイ,0
32246,4700150095749,01,0,2019-08-27,2019-08-22,東北税理士政治連盟,,499,宮城県,仙台市若林区,新寺１丁目７番４１号,,04,103,9840051,,,,,,,2019-08-22,1,,,,,トウホクゼイリシセイジレンメイ,0
32247,4700150095971,01,0,2019-10-03,2019-09-17,ダイアシティ２０００茂庭団地管理組合,,499,宮城県,仙台市太白区,茂庭台４丁目３番７号,,04,104,9820252,,,,,,,2019-09-17,1,,,,,ダイアシテイニセンモニワダンチカンリクミアイ,0
40281,5700150094122,01,0,2019-05-14,2019-05-09,富谷市明石台東土地区画整理組合,,499,宮城県,富谷市,明石台２丁目２２番地１０,,04,216,9813332,,,,,,,2019-05-09,1,,,,,トミヤシアカイシダイヒガシトチクカクセイリクミアイ,0
40282,5700150095748,01,0,2019-08-27,2019-08-22,宮城県税理士政治連盟,,499,宮城県,仙台市若林区,新寺１丁目７番４１号,,04,103,9840051,,,,,,,2019-08-22,1,,,,,ミヤギケンゼイリシセイジレンメイ,0
48385,6700150090228,01,1,2018-11-27,2018-08-02,東北薬業企業年金基金,,499,宮城県,仙台市青葉区,五橋１丁目１－１７仙台ビルディング駅前館８階,,04,101,9800022,,,,,,,2018-08-02,1,,,,,トウホクヤクギヨウキギヨウネンキンキキン,0
48386,6700150090418,01,0,2018-08-22,2018-08-17,東北七県電気工事業企業年金基金,,499,宮城県,仙台市若林区,東七番丁１５７,,04,103,9840074,,,,,,,2018-08-17,1,,,,,トウホクナナケンデンキコウジギヨウキギヨウネンキンキキン,0
48387,6700150095499,01,0,2019-08-15,2019-08-05,宮城県立支援学校女川高等学園ＰＴＡ,,499,宮城県,牡鹿郡女川町,浦宿浜字十二神６０－３,,04,581,9862231,,,,,,,2019-08-05,1,,,,,ミヤギケンリツシエンガツコウオナガワコウトウガクエンピーテイーエー,0
48388,6700150097454,01,0,2020-03-10,2020-01-20,石巻のプレーパークと子どもの遊びを考える会,,499,宮城県,石巻市,大街道西２丁目２－２５オフィス棟　ＮＰＯ法人にじいろクレヨン内,,04,202,9860859,,,,,,,2020-01-20,1,,,,,イシノマキノプレーパークトコドモノアソビヲカンガエルカイ,0
64553,8700150097007,01,0,2019-12-25,2019-12-10,セントラルコーポ上杉管理組合,,499,宮城県,仙台市青葉区,上杉５丁目８番７３号,,04,101,9800011,,,,,,,2019-12-10,1,,,,,セントラルコーポカミスギカンリクミアイ,0
72713,9700150098144,01,0,2020-03-30,2020-02-27,朝日プラザ立町Ⅱ管理組合,00119061,499,宮城県,仙台市青葉区,立町１２－１２,,04,101,9800822,,,,,,,2020-02-27,1,,,,,アサヒプラザタチマチツーカンリクミアイ,0
72714,9700150098202,01,0,2020-03-30,2020-03-09,朝日プラザ五橋東管理組合,,499,宮城県,仙台市若林区,東八番丁１９４－２,,04,103,9840072,,,,,,,2020-03-09,1,,,,,アサヒプラザイツツバシヒガシカンリクミアイ,0
3132,1700150091214,01,0,2018-11-27,2018-10-18,あきた環境懇話会,,499,秋田県,秋田市,下新城中野字街道端西２４１番地４３８秋田県立大学　生物環境科学科　内,,05,201,0100146,,,,,,,2018-10-18,1,,,,,アキタカンキヨウコンワカイ,0
3133,1700150091973,01,0,2019-01-21,2018-12-11,秋田市学校給食研究協議会,,499,秋田県,秋田市,茨島１丁目４番７１号一般財団法人秋田市学校給食会内,,05,201,0100065,,,,,,,2018-12-11,1,,,,,アキタシガツコウキユウシヨクケンキユウキヨウギカイ,0
6242,2700150096427,01,0,2019-11-18,2019-11-01,大仙市雇用創造協議会,,499,秋田県,大仙市,大曲花園町１－１,,05,212,0140053,,,,,,,2019-11-01,1,,,,,ダイセンシコヨウソウゾウキヨウギカイ,0
6243,2700150098282,01,0,2020-03-24,2020-03-10,桂坂集落会,,499,秋田県,にかほ市,畑字一本木下２０－１２,,05,214,0180433,,,,,,,2020-03-10,1,,,,,カツラサカシユウラクカイ,0
6244,2700150098844,01,1,2020-05-27,2020-04-23,椿自治会,,499,秋田県,山本郡八峰町,八森字椿５,,05,349,0182642,,,,,,,2020-04-23,1,,,,,ツバキジチカイ,0
9399,3700150098728,01,0,2020-05-08,2020-04-09,中仙公民館分館管理運営組合,,499,秋田県,大仙市,北長野字袴田９５,,05,212,0140203,,,,,,,2020-04-09,1,,,,,ナカセンコウミンカンブンカンカンリウンエイクミアイ,0
12544,4700150098479,01,0,2020-04-13,2020-03-27,東北アクレプフェスタ実行委員会,,499,秋田県,湯沢市,表町４丁目２－４２ＡｑｕａＢａｒＬｉｎｄｅｎ内,,05,207,0120827,,,,,,,2020-03-27,1,,,,,トウホクアクレプフエスタジツコウイインカイ,0
12545,4700150098520,01,1,2020-04-21,2020-03-30,小国自治会,,499,秋田県,にかほ市,小国字下腰８番地２,,05,214,0180412,,,,,,,2020-03-30,1,,,,,オグニジチカイ,0
15658,5700150090848,01,0,2018-10-17,2018-09-18,日本海メロンマラソン実行委員会,,499,秋田県,男鹿市,鵜木字中角境３６番地,,05,206,0100421,,,,,,,2018-09-18,1,,,,,ニホンカイメロンマラソンジツコウイインカイ,0
15659,5700150094064,01,0,2019-05-09,2019-04-26,大館市土地改良区,,499,秋田県,大館市,字沼館道南４０番１２,,05,204,0170056,,,,,,,2019-04-26,1,,,,,オオダテシトチカイリヨウク,0
15660,5700150094386,01,0,2019-06-05,2019-05-23,大森町建設業協会,,499,秋田県,横手市,大森町上溝字昼川８４－１,,05,203,0130552,,,,,,,2019-05-23,1,,,,,オオモリマチケンセツギヨウキヨウカイ,0
15661,5700150098841,01,0,2020-05-27,2020-04-23,西仙北地区公民館管理組合,,499,秋田県,大仙市,刈和野字愛宕町１０－２,,05,212,0192112,,,,,,,2020-04-23,1,,,,,ニシセンボクチクコウミンカンカンリクミアイ,0
24995,8700150090151,01,0,2018-08-14,2018-07-24,横手市生涯現役促進協議会,,499,秋田県,横手市,大町７番１８号,,05,203,0130021,,,,,,,2018-07-24,1,,,,,ヨコテシショウガイゲンエキソクシンキョウギカイ,0
24996,8700150090647,01,0,2018-09-26,2018-08-30,浜田地区コミュニティセンター管理運営委員会,,499,秋田県,秋田市,浜田字自在山８８－６,,05,201,0101654,,,,,,,2018-08-30,1,,,,,ハマダチクコミユニテイセンターカンリウンエイイインイカイ,0
24997,8700150093658,01,0,2020-03-18,2019-04-08,能代造園技術研究会,,499,秋田県,能代市,朴瀬字登家場５３－３,,05,202,0160002,,,,,,,2019-04-08,1,,,,,ノシロゾウエンギジユツケンキユウカイ,0
24998,8700150098574,01,1,2020-04-16,2020-04-02,濁川自治会,,499,秋田県,鹿角郡小坂町,小坂字濁川６１－２,,05,303,0170201,,,,,,,2020-04-02,1,,,,,ニゴリカワジチカイ,0
24999,8700150098616,01,0,2020-04-21,2020-04-03,市立秋田総合病院職員労働組合,,499,秋田県,秋田市,川元松丘町４－３０,,05,201,0100933,,,,,,,2020-04-03,1,,,,,シリツアキタソウゴウビヨウインシヨクインロウドウクミアイ,0
28127,9700150098169,01,0,2020-03-16,2020-03-02,南外さいかい市,,499,秋田県,大仙市,南外字松木田３８－５,,05,212,0191941,,,,,,,2020-03-02,1,,,,,ナンガイサイカイイチ,0
28128,9700150098706,01,1,2020-04-21,2020-04-08,新波自治会,,499,秋田県,秋田市,雄和新波字新町２７６－１,,05,201,0101341,,,,,,,2020-04-08,1,,,,,アラワジチカイ,0
3449,1700150094159,01,0,2019-05-28,2019-05-13,塩井さくらんぼクラブ運営委員会,,499,山形県,米沢市,塩井町塩野３７６０,,06,202,9920042,,,,,,,2019-05-13,1,,,,,シオイサクランボクラブウンエイイインカイ,0
3450,1700150098309,01,0,2020-03-30,2020-03-11,三川北部無人ヘリ防除組合,,499,山形県,東田川郡三川町,大字土口字村中３,,06,426,9971322,,,,,,,2020-03-11,1,,,,,ミカワホクブムジンヘリボウジヨクミアイ,0
6921,2700150097185,01,0,2020-01-08,2019-12-18,鮭川村鳥獣被害防止対策協議会,,499,山形県,最上郡鮭川村,大字佐渡２００３－７,,06,366,9995202,,,,,,,2019-12-18,1,,,,,サケカワムラチヨウジユウヒガイボウシタイサクキヨウギカイ,0
10389,3700150092581,01,0,2019-01-30,2019-01-25,東北芸術工科大学後援会,,499,山形県,山形市,上桜田３丁目４番５号,,06,201,9902421,,,,,,,2019-01-25,1,,,,,トウホクゲイジュツコウカダイガクコウエンカイ,0
13870,4700150093802,01,1,2019-05-09,2019-04-16,泉川地区会,,499,山形県,上山市,泉川１２,,06,207,9993105,,,,,,,2019-04-16,1,,,,,イズミカワチクカイ,0
13871,4700150098628,01,0,2020-04-21,2020-04-03,ロイヤルプラザ相生町管理組合,,499,山形県,山形市,相生町８－６４,,06,201,9900055,,,,,,,2020-04-03,1,,,,,ロイヤルプラザアイオイチヨウカンリクミアイ,0
17348,5700150098296,01,1,2020-03-26,2020-03-10,文下町内会,,499,山形県,鶴岡市,文下字村ノ内２４８－３,,06,203,9970003,,,,,,,2020-03-10,1,,,,,ホウダシチヨウナイカイ,0
24241,7700150090862,01,0,2018-11-21,2018-09-20,鶴岡ホストタウン推進委員会,,499,山形県,鶴岡市,小真木原町２番１号,,06,203,9970825,,,,,,,2018-09-20,1,,,,,ツルオカホストタウンスイシンイインカイ,0
24242,7700150091662,01,0,2019-06-11,2018-11-15,萩野地区受託組合　つばさ,,499,山形県,新庄市,大字泉田字泉田１０５,,06,205,9995103,,,,,,,2018-11-15,1,,,,,ハギノチクジユタククミアイツバサ,0
24243,7700150092470,01,0,2019-02-06,2019-01-18,第６６回精神保健福祉全国大会実行委員会,,499,山形県,山形市,松波２丁目８－１,,06,201,9900023,,,,,,,2019-01-18,1,,,,,ダイロクジユウロツカイセイシンホケンフクシゼンコクタイカイジツコウイインカイ,0
27690,8700150098888,01,0,2020-04-27,2020-04-27,フィデア企業年金基金,,499,山形県,鶴岡市,本町１丁目９－７,,06,203,9970034,,,,,,,2020-04-27,1,,,,,フイデアキギヨウネンキンキキン,0
31130,9700150093194,01,0,2019-03-20,2019-03-01,やまがた攻めの米づくり日本一運動置賜地域本部,,499,山形県,米沢市,金池７丁目１－５０,,06,202,9920012,,,,,,,2019-03-01,1,,,,,ヤマガタセメノコメヅクリニホンイチウンドウオキタマチイキホンブ,0
31131,9700150093533,01,0,2019-11-21,2019-03-28,由良自治会　活性化委員会,,499,山形県,鶴岡市,由良２丁目１４－５３,,06,203,9997464,,,,,,,2019-03-28,1,,,,,ユラジチカイカツセイカイインカイ,0
22196,3700150092425,01,0,2019-01-31,2019-01-17,郡山市体育協会,,499,福島県,郡山市,朝日１丁目２３番７号,,07,203,9638024,,,,,,,2019-01-17,1,,,,,コオリヤマシタイイクキヨウカイ,0
22197,3700150097556,01,0,2020-02-06,2020-01-24,南会津町・昭和村ニホンジカ被害広域対策協議会,,499,福島県,南会津郡南会津町,田島字後原甲３５３１－１,,07,368,9670004,,,,,,,2020-01-24,1,,,,,ミナミアイヅマチシヨウワムラニホンジカヒガイコウイキタイサクキヨウギカイ,0
36969,5700150091540,01,0,2018-11-29,2018-11-06,相馬市有害鳥獣被害対策協議会,,499,福島県,相馬市,中村字北町６３－３,,07,209,9760042,,,,,,,2018-11-06,1,,,,,ソウマシユウガイチヨウジユウヒガイタイサクキヨウギカイ,0
36970,5700150097736,01,0,2020-02-18,2020-02-04,前沢景観保存会,,499,福島県,南会津郡南会津町,前沢３３７,,07,368,9670306,,,,,,,2020-02-04,1,,,,,マエザワケイカンホゾンカイ,0
36971,5700150098536,01,0,2020-04-10,2020-03-30,国見町職員互助会,,499,福島県,伊達郡国見町,大字藤田字一丁田二１－７,,07,303,9691761,,,,,,,2020-03-30,1,,,,,クニミマチシヨクインゴジヨカイ,0
44426,6700150091770,01,0,2018-12-11,2018-11-21,ライフミュージアムネットワーク実行委員会,,499,福島県,会津若松市,城東町１－２５,,07,202,9650807,,,,,,,2018-11-21,1,,,,,ライフミユージアムネツトワークジツコウイインカイ,0
44427,6700150093619,01,0,2019-05-31,2019-04-03,東北山岳ガイド協会　事業推進部,,499,福島県,本宮市,青田字孫市６番地１９,,07,214,9691107,,,,,,,2019-04-03,1,,,,,トウホクサンガクガイドキヨウカイジギヨウスイシンブ,0
51827,7700150093782,01,0,2019-05-20,2019-04-15,福島血管撮影技術セミナー,,499,福島県,福島市,光が丘１福島県立医科大学附属病院　放射線部内,,07,201,9601247,,,,,,,2019-04-15,1,,,,,フクシマケツカンサツエイギジユツセミナー,0
51828,7700150097081,01,0,2019-12-20,2019-12-11,富岡町観光協会,,499,福島県,双葉郡富岡町,中央２丁目１１１,,07,543,9791112,,,,,,,2019-12-11,1,,,,,トミオカマチカンコウキヨウカイ,0
59194,8700150090424,01,0,2018-09-04,2018-08-17,刀剣展実行委員会,,499,福島県,会津若松市,城東町１－２５,,07,202,9650807,,,,,,,2018-08-17,1,,,,,トウケンテンジツコウイインカイ,0
59195,8700150094581,01,0,2019-06-24,2019-06-06,フェアリーサポート,,499,福島県,大沼郡金山町,大字川口字谷地３９３,,07,445,9680011,,,,,,,2019-06-06,1,,,,,フエアリーサポート,0
66606,9700150090621,01,0,2018-09-11,2018-08-29,福島市山岳遭難対策協議会,,499,福島県,福島市,五老内町３番１号,,07,201,9608111,,,,,,,2018-08-29,1,,,,,フクシマシサンガクソウナンタイサクキヨウギカイ,0
66607,9700150090670,01,0,2018-09-26,2018-09-04,子どもの居場所「れんが」,,499,福島県,喜多方市,字寺町４７３５－１,,07,208,9660861,,,,,,,2018-09-04,1,,,,,コドモノイバシヨレンガ,0
9173,1700150092583,01,0,2019-01-30,2019-01-25,八千代町公共交通会議,,499,茨城県,結城郡八千代町,大字菅谷１１７０,,08,521,3003572,,,,,,,2019-01-25,1,,,,,ヤチヨマチコウキョウコウツウカイギ,0
9174,1700150097855,12,0,2020-04-10,2020-04-01,常陸太田市東部土地区画整理組合,,499,茨城県,常陸太田市,金井町３６８０,,08,212,3130016,,,,,,,2020-02-07,1,,,,,ヒタチオオタシトウブトチクカクセイリクミアイ,0
9175,1700150098259,01,0,2020-03-24,2020-03-09,日本地域包括ケア学会,,499,茨城県,常陸大宮市,上町３１３,,08,225,3192261,,,,,,,2020-03-09,1,,,,,ニホンチイキホウカツケアガツカイ,0
18309,2700150091064,12,0,2019-02-05,2018-10-18,境古河ＩＣ周辺地区土地区画整理組合,,499,茨城県,猿島郡境町,４４６番地１,,08,546,3060433,,,,,,,2018-10-09,1,,,,,サカイコガアイシーシユウヘンチクトチクカクセイリクミアイ,0
27557,3700150090965,01,0,2018-10-10,2018-09-28,南台区自治会,,499,茨城県,那珂郡東海村,大字須和間６７９－２５５,,08,341,3191114,,,,,,,2018-09-28,1,,,,,ミナミダイクジチカイ,0
