45656,3012703001147,12,0,2019-08-15,2019-08-08,合同会社トラモント,,305,北海道,札幌市中央区,南四条西１８丁目２番１－９０１号,,01,101,0640804,,,,,,,2015-10-05,1,,,,,トラモント,0
37040,6012703000740,01,0,2015-10-30,2015-10-05,中日合同会社,,305,福島県,いわき市,金山町汐見台７２番地,,07,204,9748211,,,,,,,2015-10-05,1,,,,,,0
60082,9012703001182,12,0,2016-09-01,2016-08-30,合同会社うしお事務所,,305,栃木県,那須塩原市,扇町５番１号,,09,213,3292726,,,,,,,2015-10-05,1,,,,,,0
642,1012703000745,01,0,2015-11-06,2015-10-05,ＳＥ　ＴＥＣＨ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ合同会社,,305,埼玉県,所沢市,大字下富９８２番地,,11,208,3590001,,,,,,,2015-10-05,1,,,,,,0
643,1012703001231,12,0,2019-08-26,2019-08-09,ＳＲＴ株式会社,,301,埼玉県,さいたま市大宮区,櫛引町１丁目４６０－１－Ｂ２０２,,11,103,3300851,,,,,,,2015-12-18,1,,,,,エスアールティー,0
25828,2012703001255,12,0,2016-08-22,2016-08-17,合同会社高陽,,305,埼玉県,さいたま市見沼区,大字御蔵２１６番地６,,11,104,3370033,,,,,,,2016-02-22,1,,,,,,0
50877,3012703000850,12,0,2016-01-12,2016-01-06,合同会社タナカコーポレーション,,305,埼玉県,さいたま市浦和区,岸町４丁目６番１７号,,11,107,3300064,,,,,,,2015-10-05,1,,,,,,0
50878,3012703001568,12,0,2019-07-10,2019-07-08,合同会社ＡＤＩＬＡ,,305,埼玉県,川口市,大字芝６４９９,,11,203,3330866,,,,,,,2018-01-11,1,,,,,アディラー,0
101042,5012703000865,12,0,2019-10-07,2019-10-01,合同会社Ｋ２プランニング,,305,埼玉県,蕨市,塚越１丁目２番１号,,11,223,3350002,,,,,,,2015-10-05,1,,,,,ケイツープランニング,0
125913,6012703001020,01,0,2015-11-06,2015-10-05,合同会社ハウス２０５０,,305,埼玉県,狭山市,入間川４丁目２４番１１号,,11,215,3501305,,,,,,,2015-10-05,1,,,,,,0
125914,6012703001078,01,0,2015-11-06,2015-10-05,合同会社ＴＨＥＮＵＫＩ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ,,305,埼玉県,狭山市,大字東三ツ木９０－１,,11,215,3501302,,,,,,,2015-10-05,1,,,,,,0
150976,7012703000756,01,0,2015-11-06,2015-10-05,合同会社ＹＭＳ　Ｃｏｒｐｏｒａｔｉｏｎ,,305,埼玉県,所沢市,美原町５丁目２３０６番１－５０１号,,11,208,3590045,,,,,,,2015-10-05,1,,,,,,0
176066,8012703000846,12,0,2018-04-26,2018-04-20,合同会社スリーケイ,,305,埼玉県,上尾市,大字上尾下８１５番地１３,,11,219,3620025,,,,,,,2015-10-05,1,,,,,スリーケイ,0
176067,8012703000912,12,0,2015-10-30,2015-10-27,ＪＭＲ合同会社,,305,埼玉県,新座市,西堀２丁目１１－２５,,11,230,3520031,,,,,,,2015-10-05,1,,,,,,0
201024,9012703001026,12,0,2018-08-01,2018-07-26,合同会社Ｐ＆ＴＲＵＳＴ,,305,埼玉県,鶴ヶ島市,脚折町３丁目１０番１３号,,11,241,3502211,,,,,,,2015-10-05,1,,,,,ピーアンドトラスト,0
201025,9012703001463,12,0,2018-12-10,2018-12-04,合同会社Ｂｌｕｅ　Ｒｏｓｅ　Ｇａｒｄｅｎ．,,305,埼玉県,川越市,大字笠幡２７４６番地６３,,11,201,3501175,,,,,,,2017-06-07,1,,,,,ブルーローズガーデン,0
515,1012703000919,01,0,2015-11-06,2015-10-05,合同会社ＩＮＳパートナーズ,,305,千葉県,松戸市,常盤平５丁目１１番地２３インシュランスビル９０１号室,,12,207,2702261,,,,,,,2015-10-05,1,,,,,,0
22344,2012703000760,12,0,2016-09-26,2016-09-20,合同会社プランＡ,,305,千葉県,千葉市中央区,都町１２６４番地都町リハイムＢ棟２０５号,,12,101,2600001,,,,,,,2015-10-05,1,,,,,,0
22345,2012703001602,12,0,2020-05-08,2020-04-28,合同会社メルクリオ,,305,千葉県,白井市,笹塚３丁目１６番１０号,,12,232,2701426,,,,,,,2018-03-26,1,,,,,メルクリオ,0
107537,1012703000010,01,0,2015-10-30,2015-10-05,合資会社三重興信所,,304,東京都,小平市,学園東町２４番地,,13,211,1870043,,,,,,,2015-10-05,1,,,,,,0
107538,1012703000019,01,0,2015-10-30,2015-10-05,合資会社安田輪業,,304,東京都,小平市,小川町１丁目２１８５番地,,13,211,1870032,,,,,,,2015-10-05,1,,,,,,0
107539,1012703000051,01,0,2015-10-30,2015-10-05,合資会社北斗石材,,304,東京都,東村山市,美住町１丁目４番地１１グリーンタウン美住二番街１－２０３,,13,213,1890023,,,,,,,2015-10-05,1,,,,,,0
107540,1012703000068,01,0,2015-10-30,2015-10-05,豊田産商合名会社,,303,東京都,小平市,学園東町１丁目１１番８号,,13,211,1870043,,,,,,,2015-10-05,1,,,,,,0
107541,1012703000076,01,0,2015-10-30,2015-10-05,小川不動産合名会社,,303,東京都,小平市,小川西町４丁目３３番８号,,13,211,1870035,,,,,,,2015-10-05,1,,,,,,0
107542,1012703000092,01,0,2015-10-30,2015-10-05,合資会社オフイス小山,,304,東京都,西東京市,西原町２丁目７番１１号,,13,229,1880004,,,,,,,2015-10-05,1,,,,,,0
107543,1012703000126,01,0,2015-10-30,2015-10-05,合資会社ヤマジ商会,,304,東京都,東村山市,秋津町４丁目２３番２２号,,13,213,1890001,,,,,,,2015-10-05,1,,,,,,0
107544,1012703000142,01,0,2015-10-30,2015-10-05,合資会社アブソリュート,,304,東京都,小平市,花小金井５丁目２４番５号,,13,211,1870002,,,,,,,2015-10-05,1,,,,,,0
107545,1012703000150,01,0,2015-10-30,2015-10-05,合資会社横慶ハウス,,304,東京都,西東京市,芝久保町４丁目４番４Ｃ－２３３号,,13,229,1880014,,,,,,,2015-10-05,1,,,,,,0
107546,1012703000167,01,0,2015-10-30,2015-10-05,合資会社アウトソーシングＳＲ,,304,東京都,東村山市,栄町２丁目２番地６,,13,213,1890013,,,,,,,2015-10-05,1,,,,,,0
107547,1012703000175,01,0,2015-10-30,2015-10-05,合資会社アフロ・ニッポン,,304,東京都,西東京市,住吉町１丁目１８番１４号ハイツチノ２０２号,,13,229,2020005,,,,,,,2015-10-05,1,,,,,,0
107548,1012703000407,01,0,2015-10-30,2015-10-05,合資会社田無水産新井商事,,304,東京都,西東京市,田無町６２７番地,,13,229,2020000,,,,,,,2015-10-05,1,,,,,,0
107549,1012703000415,01,0,2015-10-30,2015-10-05,関東肥料合資会社,,304,東京都,清瀬市,野塩２４６番地,,13,221,2040000,,,,,,,2015-10-05,1,,,,,,0
107550,1012703000605,01,0,2015-10-30,2015-10-05,合資会社スタジオムジカ,,304,東京都,小平市,花小金井南町２丁目１７番２号００９号,,13,211,1870003,,,,,,,2015-10-05,1,,,,,,0
107551,1012703000646,01,0,2015-10-30,2015-10-05,合資会社インコム,,304,東京都,東久留米市,小山４丁目１番２５号,,13,222,2030051,,,,,,,2015-10-05,1,,,,,,0
