141,1021003006948,12,0,2020-05-14,2020-05-07,ラクラス合同会社,,305,北海道,札幌市中央区,南一条西１丁目１５－３－３Ｆ－ＳＰＥＳＣＯ,,01,101,0600061,,,,,,,2017-09-19,1,,,,,ラクラス,0
22902,2021003005395,12,0,2016-05-17,2016-05-12,合同会社テックドライブ,,305,北海道,函館市,美原５丁目２１番１８号,,01,202,0410806,,,,,,,2015-10-05,1,,,,,,0
113998,6021003008444,12,0,2020-03-13,2020-03-10,合同会社ＹＡＫＵＤＡＣＨＩ,,305,北海道,千歳市,住吉３丁目１６番１１号,,01,224,0660026,,,,,,,2019-06-07,1,,,,,ヤクダチ,0
136848,7021003003766,01,0,2015-10-30,2015-10-05,ＢＡＣＡＭＯＮ合同会社,,305,北海道,札幌市北区,新琴似十条１７丁目３番１１号,,01,102,0010910,,,,,,,2015-10-05,1,,,,,,0
182378,9021003002717,12,0,2020-05-21,2020-05-14,株式会社シーサイドソフト,,301,北海道,登別市,川上町２６３番地１,,01,230,0590022,,,,,,,2015-10-05,1,,,,,シーサイドソフト,0
24,1021003006840,12,0,2017-12-19,2017-12-15,合同会社ｏｎｅ９９,,305,岩手県,盛岡市,向中野２丁目４４番８シャーメゾンセナン１０２号,,03,201,0200851,,,,,,,2017-07-25,1,,,,,,0
73,1021003003689,01,0,2015-10-30,2015-10-05,合同会社武藤商店,,305,福島県,伊達郡川俣町,字鉄炮町６４番地,,07,308,9601421,,,,,,,2015-10-05,1,,,,,,0
120,1021003006428,12,1,2018-05-09,2018-05-02,合同会社ＪＲＮ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ　ＳＥＲＶＩＣＥ　ＪＡＰＡＮ,,305,茨城県,坂東市,辺田３３３番地７,,08,228,3060632,,,,,,,2017-01-20,1,,,,,ジェーアールエヌインターナショナルサービスジャパン,0
9298,2021003006063,12,0,2018-11-16,2018-11-14,合同会社ケイアイシステム,,305,茨城県,坂東市,逆井２２６０番地２,,08,228,3060501,,,,,,,2016-07-01,1,,,,,ケイアイシステム,0
9299,2021003007342,12,0,2019-02-20,2019-02-18,ＳＨＯＢＡ　ＧＩＲＩ　ＭＡＨＡＲＡＪ合同会社,,305,茨城県,古河市,久能８４８番地１２,,08,204,3060212,,,,,,,2018-03-13,1,,,,,ショバギリマハラジ,0
9300,2021003007706,12,0,2019-09-30,2019-09-24,Ｎｏ．６合同会社,,305,茨城県,つくば市,小茎３２５－２,,08,220,3001255,,,,,,,2018-08-08,1,,,,,ナンバーシックス,0
18439,3021003002524,12,0,2019-03-13,2019-03-07,合同会社ウィステリア,,305,茨城県,つくば市,榎戸６８２番地２,,08,220,3050853,,,,,,,2015-10-05,1,,,,,ウィステリア,0
18440,3021003004586,01,0,2015-10-30,2015-10-05,みのりソーラー合同会社,,305,茨城県,鹿嶋市,大字田野辺７０番地５８,,08,222,3140042,,,,,,,2015-10-05,1,,,,,,0
55282,7021003008030,12,0,2019-11-29,2019-11-26,合同会社明日香,,305,茨城県,結城郡八千代町,大字水口１０４０,,08,521,3003564,,,,,,,2019-01-04,1,,,,,アスカ,0
7655,2021003005081,12,0,2016-11-14,2016-11-07,インターナショナルマスアカデミー合同会社,,305,群馬県,吾妻郡嬬恋村,大字鎌原１０５３番地１９９９,,10,425,3771524,,,,,,,2015-10-05,1,,,,,,0
809,1021003002732,12,0,2015-11-06,2015-10-09,合同会社ｌｅｈｕａ,,305,埼玉県,さいたま市桜区,西堀９丁目１７番１号,,11,106,3380832,,,,,,,2015-10-05,1,,,,,,0
810,1021003003937,12,0,2018-02-02,2018-01-30,ラシー合同会社,,305,埼玉県,ふじみ野市,北野１丁目２番１５号,,11,245,3560007,,,,,,,2015-10-05,1,,,,,,0
811,1021003005330,12,1,2019-12-11,2016-07-01,ＦＵＴＵＲＥ合同会社,,305,埼玉県,さいたま市緑区,大字中尾１６１１－６,,11,109,3360932,,,,,,,2015-10-05,1,,,,,フユーチャー,0
25977,2021003008357,12,0,2019-07-26,2019-07-23,米穀メディエーター合同会社,,305,埼玉県,川口市,安行出羽５丁目６番３号,,11,203,3340052,,,,,,,2019-04-24,1,,,,,ベイコクメディエーター,0
51029,3021003005246,12,0,2015-11-06,2015-10-13,樂龍合同会社,,305,埼玉県,蕨市,中央１丁目３３－３レジデンスＬＩＮＤＯ４０３,,11,223,3350004,,,,,,,2015-10-05,1,,,,,,0
101158,5021003001788,01,0,2015-11-06,2015-10-05,合資会社ケーアイエスコーポレーション,,304,埼玉県,北足立郡伊奈町,寿１丁目３番地２,,11,301,3620807,,,,,,,2015-10-05,1,,,,,,0
101159,5021003006952,12,0,2019-10-04,2019-09-30,双子虎合同会社,,305,埼玉県,蕨市,南町３丁目１４番地１１号,,11,223,3350003,,,,,,,2017-09-15,1,,,,,フタゴトラ,0
101160,5021003008049,12,0,2019-11-01,2019-10-29,フェイバーフォーレスト合同会社,,305,埼玉県,さいたま市大宮区,桜木町４丁目８５６,,11,103,3300854,,,,,,,2019-01-10,1,,,,,フェイバーフォーレスト,0
151108,7021003004483,12,0,2019-10-15,2019-10-04,ＧＮ．１合同会社,,305,埼玉県,三郷市,番匠免１丁目１３２番地８,,11,237,3410056,,,,,,,2015-10-05,1,,,,,,0
151109,7021003006389,12,0,2019-10-09,2019-10-03,ＴＨＡＫＵＲＩ　ＴＲＡＤＩＮＧ合同会社,,305,埼玉県,さいたま市西区,大字指扇領別所３８２番地８,,11,101,3310073,,,,,,,2016-12-28,1,,,,,タクリトレーディング,0
201177,9021003006049,12,1,2018-06-27,2018-06-18,合同会社Ｔａｉｓｅｉ,,305,埼玉県,入間市,大字仏子９１８－２０,,11,225,3580053,,,,,,,2016-06-22,1,,,,,タイセイ,0
607,1021003004118,01,0,2015-11-06,2015-10-05,合同会社雑誌の住人,,305,千葉県,印西市,小倉台３丁目２番１－Ｇ２０４号,,12,231,2701356,,,,,,,2015-10-05,1,,,,,,0
608,1021003005487,12,0,2018-09-28,2018-09-26,ミオリス合同会社,,305,千葉県,白井市,根１７９４番６,,12,232,2701431,,,,,,,2015-10-05,1,,,,,ミオリス,0
609,1021003006956,12,0,2020-04-20,2020-04-10,合同会社Ｆｅｌｉｃｅ,,305,千葉県,松戸市,根本２番地１６アムス松戸ブランティーク１階,,12,207,2710077,,,,,,,2017-09-19,1,,,,,フェリーチェ,0
22433,2021003003903,01,0,2015-11-06,2015-10-05,合同会社ディスカバリージャパン,,305,千葉県,千葉市中央区,中央４丁目４番１４号,,12,101,2600013,,,,,,,2015-10-05,1,,,,,,0
22434,2021003005981,12,0,2017-06-26,2017-06-21,合同会社ＵＮＩＶＥＲＳＡＬ　ＭＯＴＯＲＳ,,305,千葉県,八街市,大関２１５－３９ＭＩＭＵＲＡハイツ２０１,,12,230,2891142,,,,,,,2016-05-11,1,,,,,,0
44248,3021003003968,01,0,2015-11-06,2015-10-05,Ａｉｒ　Ｊｅｔ　Ｃｒｅｗ　Ｓｏｌｕｔｉｏｎｓ合同会社,,305,千葉県,千葉市美浜区,中瀬１丁目３幕張テクノガーデンＣＢ棟３階ＭＢＰ,,12,106,2610023,,,,,,,2015-10-05,1,,,,,,0
