138,1021001016932,01,0,2015-10-30,2015-10-05,株式会社レッドフォース,,301,北海道,石狩郡当別町,蕨岱６８２２番地１０２号,,01,303,0610214,,,,,,,2015-10-05,1,,,,,,0
113995,6021001010864,12,1,2019-03-25,2015-11-30,株式会社ヒューマン・アンド・ネイチャー,,301,北海道,紋別郡遠軽町,岩見通北４丁目２番地４,,01,555,0990405,,,,,,,2015-10-05,1,,,,,ヒューマンアンドネイチャー,0
19510,6021001014238,12,0,2017-08-14,2017-08-02,山伸建設株式会社,,301,青森県,五所川原市,大字小曲字沼田５５番地６,,02,205,0370076,,,,,,,2015-10-05,1,,,,,,0
31143,9021001017155,01,0,2015-10-30,2015-10-05,株式会社しのざき,,301,青森県,東津軽郡蓬田村,大字蓬田字汐越７３番地２,,02,304,0301211,,,,,,,2015-10-05,1,,,,,,0
10335,4021001010338,12,0,2017-01-06,2016-12-27,株式会社安田商会,,301,岩手県,紫波郡矢巾町,大字広宮沢第１１地割１９２番地６,,03,322,0283621,,,,,,,2015-10-05,1,,,,,,0
32294,5021001017209,12,1,2019-10-28,2017-08-22,株式会社ボディライトニング,,301,宮城県,仙台市青葉区,本町２丁目１７番２９号,,04,101,9800014,,,,,,,2015-10-05,1,,,,,ボディライトニング,0
22260,4021001019404,12,0,2018-04-13,2018-04-09,株式会社岩﨑製作所,00012366,301,福島県,いわき市,遠野町深山田字折部前７８番地１４,,07,204,9720164,,,,,,,2015-10-05,1,,,,,イワザキセイサクショ,0
29622,5021001014791,12,0,2020-03-19,2020-03-13,東洋セットエンジニアリング株式会社,,301,福島県,いわき市,常磐西郷町銭田１０６番地の１,,07,204,9728316,,,,,,,2015-10-05,1,,,,,トウヨウセットエンジニアリング,0
51893,8021001018641,12,0,2018-07-03,2018-06-27,ＰＣＢ無害化処理事業株式会社,,301,福島県,南相馬市,小高区東町１丁目３５番地,,07,212,9792121,,,,,,,2015-10-05,1,,,,,ピーシービームガイカショリジギョウ,0
51894,8021001019895,12,0,2018-04-05,2018-03-30,株式会社ショウエー,,301,福島県,南会津郡南会津町,田島字田部原１５８番地,,07,368,9670004,,,,,,,2015-10-05,1,,,,,ショウエー,0
18437,3021001016393,21,1,2018-05-14,2018-03-27,株式会社エレメンツ,,301,茨城県,つくば市,松代３丁目２３番地１,,08,220,3050035,,,2018-03-27,01,,,2015-10-05,1,,,,,エレメンツ,0
15076,3021001019173,21,0,2016-10-19,2016-10-07,株式会社　エステＤＥエムス,,301,栃木県,足利市,上渋垂町９６１番地５,,09,202,3260335,,,2016-10-07,01,,,2015-10-05,1,,,,,,0
30076,5021001013406,12,1,2018-07-18,2018-07-06,株式会社ナガセ,,301,栃木県,小山市,大字小山１５１８番地８,,09,208,3230825,,,,,,,2015-10-05,1,,,,,ナガセ,0
45097,7021001010756,01,0,2015-10-30,2015-10-05,株式会社オーナーズ・サポート,,301,栃木県,那須郡那須町,大字高久丙１５６５番地３,,09,407,3250302,,,,,,,2015-10-05,1,,,,,,0
52596,8021001014442,12,0,2019-09-18,2019-09-13,株式会社レリック,,301,栃木県,日光市,大渡６４２番地４,,09,206,3212402,,,,,,,2015-10-05,1,,,,,レリック,0
52597,8021001017825,12,0,2017-01-27,2017-01-20,株式会社ナークス,,301,栃木県,小山市,駅南町２丁目２２番２号,,09,208,3230822,,,,,,,2015-10-05,1,,,,,,0
7651,2021001010819,12,0,2017-06-19,2017-06-14,株式会社スリックフィフティファイブ,,301,群馬県,前橋市,江木町１３０４番地５２,,10,201,3710002,,,,,,,2015-10-05,1,,,,,,0
796,1021001016032,12,0,2018-07-24,2018-07-18,クレインハーツ株式会社,,301,埼玉県,三郷市,栄１丁目１３０番地１,,11,237,3410043,,,,,,,2015-10-05,1,,,,,クレインハーツ,0
25961,2021001015438,01,1,2018-06-18,2015-10-05,株式会社リバティー,,301,埼玉県,入間市,大字下藤沢１０４１番地１２,,11,225,3580011,,,,,,,2015-10-05,1,,,,,リバティー,0
25962,2021001018044,12,0,2019-12-27,2019-12-24,イープラスソリューション株式会社,,301,埼玉県,三郷市,半田１１６９番地１,,11,237,3410012,,,,,,,2015-10-05,1,,,,,イープラスソリューション,0
51021,3021001014851,12,1,2018-12-25,2018-12-19,株式会社馬越,,301,埼玉県,越谷市,赤山町１丁目１１５番地１センチュリー越谷ブライトアリーナ６０８,,11,222,3430807,,,,,,,2015-10-05,1,,,,,マゴシ,0
51022,3021001018398,12,0,2018-03-07,2018-03-02,株式会社ＹＯＵ＆ＴＩＥ,,301,埼玉県,川口市,弥平１丁目１７番１４号,,11,203,3320002,,,,,,,2015-10-05,1,,,,,,0
76092,4021001014636,21,0,2016-01-27,2016-01-22,中央防災工業株式会社,,301,埼玉県,ふじみ野市,駒林元町１丁目１番９号,,11,245,3560038,,,2016-01-22,01,,,2015-10-05,1,,,,,,0
76093,4021001017812,01,1,2018-04-11,2015-10-05,サンライズ株式会社,,301,埼玉県,比企郡川島町,大字出丸中郷１９５２番地１,,11,346,3500143,,,,,,,2015-10-05,1,,,,,サンライズ,0
101154,5021001014478,12,1,2019-04-23,2019-04-11,株式会社エヌ・エー・ビー,,301,埼玉県,狭山市,広瀬２丁目３７番２１号,,11,215,3501319,,,,,,,2015-10-05,1,,,,,エヌエービー,0
101155,5021001019122,12,1,2020-04-21,2018-05-07,株式会社環境総合研究会,,301,埼玉県,比企郡滑川町,みなみ野２丁目６番２号,,11,341,3550814,,,,,,,2015-10-05,1,,,,,カンキョウソウゴウケンキュウカイ,0
126033,6021001018569,12,0,2017-07-19,2017-07-13,株式会社大樹,,301,埼玉県,狭山市,入間川２丁目３０番２３号,,11,215,3501305,,,,,,,2015-10-05,1,,,,,,0
201163,9021001010829,12,0,2020-03-03,2020-02-27,エバ電子株式会社,,301,埼玉県,さいたま市中央区,下落合５丁目１０番５号,,11,105,3380002,,,,,,,2015-10-05,1,,,,,エバデンシ,0
201164,9021001018764,12,0,2019-10-25,2019-10-16,フロンティア教育インターナショナル株式会社,,301,埼玉県,和光市,本町１５番５１号,,11,229,3510114,,,,,,,2015-10-05,1,,,,,フロンティアキョウイクインターナショナル,0
201165,9021001019903,12,0,2019-03-29,2019-03-26,株式会社湘南エンジニアリング,,301,埼玉県,大里郡寄居町,大字鉢形２５３番地３,,11,408,3691224,,,,,,,2015-10-05,1,,,,,ショウナンエンジニアリング,0
594,1021001017625,01,0,2015-11-06,2015-10-05,株式会社エッセン,,301,千葉県,市川市,相之川４丁目５番１８号,,12,203,2720143,,,,,,,2015-10-05,1,,,,,,0
22421,2021001018886,12,0,2018-09-28,2018-09-25,ジェイエヌエー株式会社,,301,千葉県,船橋市,湊町２丁目２番７号,,12,204,2730011,,,,,,,2015-10-05,1,,,,,ジェイエヌエー,0
44236,3021001010743,12,1,2018-07-12,2016-01-12,株式会社コケワークス,,301,千葉県,南房総市,千倉町瀬戸字椎木原２２５２番地６,,12,234,2950004,,,,,,,2015-10-05,1,,,,,コケワークス,0
44237,3021001018349,12,0,2015-12-28,2015-12-22,新井工業株式会社,,301,千葉県,八千代市,大学町５丁目８番７号,,12,221,2760003,,,,,,,2015-10-05,1,,,,,,0
109473,6021001017463,12,1,2018-05-15,2018-05-01,株式会社デンオウ,,301,千葉県,野田市,木間ケ瀬２３０３,,12,208,2700222,,,,,,,2015-10-05,1,,,,,デンオウ,0
152930,8021001018914,01,1,2019-08-27,2015-10-05,龍藤観光株式会社,,301,千葉県,船橋市,二和西５丁目１８,,12,204,2740806,,,,,,,2015-10-05,1,,,,,タツフジカンコウ,0
174783,9021001017948,12,1,2018-10-09,2017-10-04,株式会社Ｃｅｐｉｓ,,301,千葉県,流山市,鰭ケ崎１７２２－８,,12,220,2700161,,,,,,,2015-10-05,1,,,,,,0
118754,1021001010621,12,0,2019-09-30,2019-09-24,株式会社ｐｉｐａ．ｊｐ,,301,東京都,新宿区,四谷１丁目２２番地,,13,104,1600004,,,,,,,2015-10-05,1,,,,,ピパドットジェーピー,0
