136864,7100001030021,12,1,2018-05-15,2018-03-27,株式会社チエノス,,301,北海道,旭川市,大町三条４丁目２３９７番地の６,,01,204,0700843,,,,,,,2017-02-16,1,,,,,チエノス,0
6962,3100001030314,11,0,2020-03-05,2020-02-27,禅バケーションステイ株式会社,,301,岩手県,奥州市,衣川田中４９番地１,,03,215,0294431,,,,,,,2017-05-22,1,,,,,ゼンバケーションステイ,0
55116,6100001032472,12,0,2019-10-15,2019-10-09,宏橋株式会社,,301,茨城県,水戸市,三の丸１丁目４－８中井ビル１階,,08,201,3100011,,,,,,,2019-08-21,1,,,,,コウハシ,0
45003,6100001030220,12,0,2019-09-25,2019-09-20,株式会社満天地,,301,栃木県,佐野市,葛生西３丁目１０番地１０,,09,204,3270507,,,,,,,2017-04-26,1,,,,,マンテンチ,0
53181,7100001031003,12,0,2019-03-18,2019-03-13,株式会社充実生活,,301,群馬県,前橋市,上新田町９１７番地２０８,,10,201,3710821,,,,,,,2018-02-23,1,,,,,ジュウジツセイカツ,0
43520,2100001030546,12,1,2018-07-03,2017-10-24,東京丸善工業株式会社,,301,千葉県,佐倉市,石川５９１番地１１,,12,212,2850813,,,,,,,2017-08-21,1,,,,,トウキョウマルゼンコウギョウ,0
174101,8100001030409,12,0,2018-01-11,2018-01-05,株式会社サンセットブルバードインターナショナル,,301,千葉県,市原市,南国分寺台４丁目３番地１,,12,219,2900075,,,,,,,2017-06-27,1,,,,,,0
120126,1100001031330,21,0,2019-08-23,2019-08-21,離島アクティビティツーリズム株式会社,,301,東京都,八丈島八丈町,大賀郷２２１８番地１,,13,401,1001401,,,2019-08-21,11,3010801028987,令和１年７月３０日東京都大田区田園調布一丁目６１番１０号ＥＲＷＷ株式会社（3010801028987）に合併し解散,2018-06-15,1,,,,,リトウアクティビティツーリズム,0
120127,1100001031561,12,0,2020-05-25,2020-05-14,エルムスユナイテッド株式会社,,301,東京都,渋谷区,広尾３丁目６番５号,,13,113,1500012,,,,,,,2018-09-10,1,,,,,エルムスユナイテッド,0
241260,2100001030728,12,0,2019-06-07,2019-06-04,株式会社不動産トラスト,,301,東京都,世田谷区,三宿１丁目１４－８三宿バドスクエア,,13,112,1540005,,,,,,,2017-11-07,1,,,,,フドウサントラスト,0
241261,2100001030983,12,0,2019-02-12,2019-02-07,株式会社ミースオーディオテクノロジ,,301,東京都,江戸川区,西小岩１丁目１９番２３号石積ビル２Ｆ,,13,123,1330057,,,,,,,2018-02-19,1,,,,,ミースオーディオテクノロジ,0
362150,3100001030124,12,0,2018-11-26,2018-11-19,株式会社Ｈｏｌｍｅｓ,,301,東京都,千代田区,大手町１丁目６番１号大手町ビルヂング,,13,101,1000004,,,,,,,2017-04-10,1,,,,,ホームズ,0
362151,3100001030594,12,1,2020-05-21,2020-04-10,フェニックスワイン株式会社,,301,東京都,千代田区,九段北１丁目１５番１５号,,13,101,1020073,,,,,,,2017-09-06,1,,,,,フェニックスワインカブシキカイシャ,0
483186,4100001032053,11,0,2019-08-29,2019-08-23,株式会社Ｃａｒ　Ｔｅｃｈ　Ｌｉｆｅ　Ｊａｐａｎ,,301,東京都,新宿区,新宿１丁目３６番１２号,,13,104,1600022,,,,,,,2019-03-18,1,,,,,カーテックライフジャパン,0
483187,4100001032383,12,0,2019-11-19,2019-11-14,Ｉｃｈｉ株式会社,,301,東京都,江戸川区,平井３丁目１６－２２Ｒ－ｒｏｏｍｓ４Ｆ,,13,123,1320035,,,,,,,2019-07-17,1,,,,,イチ,0
483188,4100001032573,12,0,2020-01-14,2020-01-07,株式会社フェニックス・ツー,,301,東京都,千代田区,内幸町１丁目５番２号,,13,101,1000011,,,,,,,2019-10-03,1,,,,,フェニックスツー,0
725701,6100001031689,12,0,2019-04-09,2019-04-03,ベルナルドジャパン株式会社,,301,東京都,渋谷区,渋谷４丁目１番１８号,,13,113,1500002,,,,,,,2018-10-22,1,,,,,ベルナルドジャパン,0
