26845,1021001070005,01,0,2020-05-22,2020-05-22,Ｉ－ｌｉｎｅ株式会社,,301,神奈川県,秦野市,東田原３０１番地の３,,14,211,2570028,,,,,,,2020-05-22,1,,,,,,0
104,1021001070013,01,0,2020-05-29,2020-05-29,株式会社石井技建,,301,神奈川県,相模原市中央区,青葉２丁目１０番８８号,,14,152,2520224,,,,,,,2020-05-29,1,,,,,,0
61744,2021001070012,01,0,2020-05-27,2020-05-27,株式会社ＴＡＫＡＧＩ,,301,神奈川県,相模原市緑区,城山４丁目７番２２号,,14,151,2520116,,,,,,,2020-05-27,1,,,,,タカギ,0
457,2021001070045,01,0,2020-05-29,2020-05-29,株式会社大通工,,301,神奈川県,横須賀市,湘南鷹取３丁目１４番１号,,14,201,2370066,,,,,,,2020-05-29,1,,,,,ダイツウコウ,0
96734,3021001070003,01,0,2020-05-26,2020-05-26,ルーフエリア株式会社,,301,神奈川県,伊勢原市,上粕屋３４３番地の１７,,14,214,2591141,,,,,,,2020-05-26,1,,,,,ルーフエリア,0
96735,3021001070036,01,0,2020-05-28,2020-05-28,Ｂｌａｉｒ株式会社,,301,神奈川県,小田原市,南鴨宮３丁目６番１２号ＫＳハイムＤ東,,14,206,2500875,,,,,,,2020-05-28,1,,,,,ブレア,0
131572,4021001070002,01,0,2020-05-26,2020-05-26,株式会社リーズウェル,,301,神奈川県,海老名市,上今泉２丁目５番３９号,,14,215,2430431,,,,,,,2020-05-26,1,,,,,リーズウェル,0
131573,4021001070019,01,0,2020-05-26,2020-05-26,株式会社栄野比電設,,301,神奈川県,横須賀市,船越町４丁目１９番地４,,14,201,2370076,,,,,,,2020-05-26,1,,,,,エノビデンセツ,0
1193,4021001070051,01,0,2020-05-29,2020-05-29,株式会社亜空,,301,神奈川県,相模原市中央区,宮下本町１丁目８番２号,,14,152,2520211,,,,,,,2020-05-29,1,,,,,アソラ,0
166469,5021001070001,01,0,2020-05-25,2020-05-25,株式会社アクア＆グリーン,,301,神奈川県,平塚市,南原１丁目９番２号,,14,203,2540065,,,,,,,2020-05-25,1,,,,,アクアアンドグリーン,0
166470,5021001070034,01,0,2020-05-28,2020-05-28,株式会社フードエコスタイル,,301,神奈川県,愛甲郡愛川町,中津７４２番地,,14,401,2430303,,,,,,,2020-05-28,1,,,,,フードエコスタイル,0
166471,5021001070042,01,0,2020-05-28,2020-05-28,株式会社ティーソリューションズ,,301,神奈川県,相模原市南区,西大沼２丁目１１番５号,,14,153,2520332,,,,,,,2020-05-28,1,,,,,ティーソリューションズ,0
201511,6021001070000,01,0,2020-05-25,2020-05-25,株式会社Ａｓｓｉｓｔ,,301,神奈川県,厚木市,旭町１丁目３３番５号本多ビル３Ｆ,,14,212,2430014,,,,,,,2020-05-25,1,,,,,アシスト,0
201512,6021001070009,01,0,2020-05-27,2020-05-27,株式会社ＴＲＵＳＴ,,301,神奈川県,大和市,福田５２７番地６,,14,213,2420024,,,,,,,2020-05-27,1,,,,,トラスト,0
201513,6021001070017,01,0,2020-05-26,2020-05-26,株式会社Ｍｉｓｅｒｕ,,301,神奈川県,藤沢市,藤沢１０２７番地,,14,205,2510052,,,,,,,2020-05-26,1,,,,,ミセル,0
201514,6021001070033,01,0,2020-05-28,2020-05-28,株式会社五十嵐商会,,301,神奈川県,伊勢原市,笠窪３２８番地の６,,14,214,2591137,,,,,,,2020-05-28,1,,,,,イガラシショウカイ,0
236424,7021001070032,01,0,2020-05-26,2020-05-26,株式会社ＭＭコーポレーション,,301,神奈川県,大和市,大和南１丁目７番１１号,,14,213,2420016,,,,,,,2020-05-26,1,,,,,エムエムコーポレーション,0
236425,7021001070040,01,0,2020-05-28,2020-05-28,株式会社マイナスコスメティックス,,301,神奈川県,茅ヶ崎市,幸町５番５－３０２号リストレジデンス茅ヶ崎,,14,207,2530052,,,,,,,2020-05-28,1,,,,,マイナスコスメティックス,0
271524,8021001070023,01,0,2020-05-26,2020-05-26,株式会社グライド,,301,神奈川県,相模原市緑区,大山町１１番１８号,,14,151,2520146,,,,,,,2020-05-26,1,,,,,グライド,0
271525,8021001070031,01,0,2020-05-28,2020-05-28,神奈川軽貨物運送株式会社,,301,神奈川県,相模原市緑区,原宿２丁目３番６号,,14,151,2520102,,,,,,,2020-05-28,1,,,,,カナガワケイカモツウンソウ,0
2576,8021001070048,01,0,2020-05-29,2020-05-29,株式会社Ｂｒｉｇｈｔ,,301,神奈川県,藤沢市,高倉９９０番地の３３,,14,205,2520802,,,,,,,2020-05-29,1,,,,,ブライト,0
306356,9021001070006,01,0,2020-05-22,2020-05-22,株式会社秀企画,,301,神奈川県,相模原市中央区,田名４２７４番地,,14,152,2520244,,,,,,,2020-05-22,1,,,,,シュウキカク,0
306357,9021001070014,01,0,2020-05-26,2020-05-26,株式会社スリールズ,,301,神奈川県,海老名市,中央２丁目１２番６号,,14,215,2430432,,,,,,,2020-05-26,1,,,,,スリールズ,0
306358,9021001070022,01,0,2020-05-26,2020-05-26,株式会社ＳＴＡＲ　ＮＩＮＥ,,301,神奈川県,相模原市中央区,相模原３丁目１番１号久保田ＴＩビル４階,,14,152,2520231,,,,,,,2020-05-26,1,,,,,スターナイン,0
2960,9021001070030,01,0,2020-05-29,2020-05-29,株式会社ＡＭＮＡ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ,,301,神奈川県,相模原市緑区,根小屋２０５０番地２－２号,,14,151,2520153,,,,,,,2020-05-29,1,,,,,アムナインターナショナル,0
306360,9021001070039,01,0,2020-05-28,2020-05-28,ＪＰモータース株式会社,,301,神奈川県,海老名市,本郷１３６８番地,,14,215,2430417,,,,,,,2020-05-28,1,,,,,ジェイピーモータース,0
117,1021001070054,01,0,2020-06-02,2020-06-02,ｒｅｌａｘ　ｔｏｋｙｏ株式会社,,301,神奈川県,藤沢市,藤沢５４８番地の１,,14,205,2510052,,,,,,,2020-06-02,1,,,,,リラックストウキョウ,0
923,3021001070060,01,0,2020-06-02,2020-06-02,株式会社塙工務店,,301,神奈川県,大和市,柳橋５丁目１４番地１９,,14,213,2420022,,,,,,,2020-06-02,1,,,,,ハナワコウムテン,0
