53,1010003017907,12,1,2018-04-25,2016-10-18,ベイサイドバス合同会社,,305,北海道,札幌市北区,新川西二条７丁目４番地１,,01,102,0010932,,,,,,,2015-10-05,1,,,,,ベイサイドバス,0
91106,5010003014958,01,1,2020-04-20,2015-10-05,パークホテル・インベストメント・ジャパン合同会社,,305,北海道,小樽市,築港１１番３号,,01,203,0470008,,,,,,,2015-10-05,1,,,,,パークホテルインベストメントジャパン,0
91107,5010003018950,12,0,2016-06-17,2016-06-13,Ｒｅｖｉｔａｌｉｚｅ合同会社,,305,北海道,札幌市東区,北三十七条東２９丁目３番１号カロリナコーポ１０１号,,01,103,0070837,,,,,,,2015-10-05,1,,,,,,0
182321,9010003018609,12,0,2018-03-13,2018-03-07,ベストディレクション合同会社,,305,北海道,札幌市中央区,双子山１丁目６番１８号,,01,101,0640946,,,,,,,2015-10-05,1,,,,,,0
3931,2010003016156,12,0,2017-05-30,2017-05-23,合同会社イーストキャピタル,,305,青森県,青森市,浜田２丁目８番地１６,,02,201,0300843,,,,,,,2015-10-05,1,,,,,,0
19499,6010003019171,12,0,2019-03-05,2019-02-25,合同会社フジワラサターン,,305,青森県,上北郡七戸町,字森ケ沢５９番地４,,02,402,0392828,,,,,,,2015-10-05,1,,,,,フジワラサターン,0
27242,8010003017834,12,0,2017-12-18,2017-12-12,ベルジャヤ八甲田リゾートディベロップメント合同会社,,305,青森県,青森市,大字荒川字寒水沢１番地５８,,02,201,0300111,,,,,,,2015-10-05,1,,,,,,0
24083,8010003019723,12,0,2016-06-10,2016-06-06,ゴーズ合同会社,,305,岩手県,北上市,和賀町藤根２４地割１２２－２Ｆ,,03,206,0240334,,,,,,,2015-10-05,1,,,,,,0
27472,9010003019012,01,0,2015-10-30,2015-10-05,ＳｏｌａｒＷｈｉｔｅ合同会社,,305,岩手県,遠野市,穀町６番２０号,,03,208,0280516,,,,,,,2015-10-05,1,,,,,,0
19,1010003019589,01,0,2015-10-30,2015-10-05,ＳＧＥＴ栗原メガソーラー合同会社,,305,宮城県,栗原市,高清水大沢２２番地,,04,213,9872014,,,,,,,2015-10-05,1,,,,,,0
16221,3010003017558,11,0,2018-09-26,2018-09-13,ファミリーコネクト株式会社,,301,宮城県,仙台市泉区,泉中央１丁目１８番２１号,,04,105,9813133,,,,,,,2015-10-05,1,,,,,ファミリーコネクト,0
