45605,3010001179771,21,0,2019-04-23,2019-04-19,株式会社ＳＩＭ,,301,北海道,札幌市中央区,南一条西１丁目１５番地３丸美ビル３階,,01,101,0600061,,,2019-04-19,01,,,2016-11-24,1,,,,,シム,0
68387,4010001177304,12,0,2019-09-26,2019-09-17,株式会社ＦＰ－ＭＹＳ,,301,北海道,札幌市中央区,南二条東２丁目７番地１（２Ｆ）,,01,101,0600052,,,,,,,2016-07-29,1,,,,,エフピーマイス,0
68388,4010001179250,12,1,2019-02-06,2019-01-31,株式会社ティーライズプロモーション,,301,北海道,札幌市白石区,菊水元町八条１丁目６番３１号,,01,104,0030828,,,,,,,2016-10-27,1,,,,,ティーライズプロモーション,0
91103,5010001176429,12,1,2020-05-14,2020-04-27,ＲＥＲＡ　ＦＩＥＬＤ株式会社,,301,北海道,札幌市中央区,南一条西１６丁目１番地３２３春野ビル３Ｆ,,01,101,0600061,,,,,,,2016-06-15,1,,,,,レラフィールド,0
136777,7010001175552,12,0,2016-06-21,2016-06-15,札幌電力株式会社,,301,北海道,札幌市中央区,大通西１丁目１４－２桂和大通ビル５０、９Ｆ,,01,101,0600042,,,,,,,2016-05-12,1,,,,,,0
182313,9010001172903,12,0,2018-07-04,2018-06-29,ＳＵＳＨＩＰ　ＡＬＬＩＡＮＣＥ　ＩＮＣ．株式会社,,301,北海道,札幌市中央区,南三条西５丁目１番１号ノベルサビル３階,,01,101,0600063,,,,,,,2016-01-15,1,,,,,スシップアライアンスインク,0
182314,9010001178735,12,0,2017-04-03,2017-03-28,スペースアグリ株式会社,,301,北海道,帯広市,西十三条北１丁目１番地２６,,01,207,0800043,,,,,,,2016-10-11,1,,,,,,0
17211,6010001170117,12,1,2018-04-11,2016-10-11,釜石楢ノ木平太陽光発電株式会社,00103169,301,岩手県,釜石市,鈴子町１２番７号,,03,211,0260031,,,,,,,2015-10-05,1,,,,,カマイシナラノキダイラタイヨウコウハツデン,0
18,1010001173009,12,0,2020-04-20,2020-04-13,株式会社ジーデップ・アドバンス,,301,宮城県,仙台市青葉区,国分町３丁目４番３３,,04,101,9800803,,,,,,,2016-01-25,1,,,,,ジーデップアドバンス,0
8152,2010001173148,12,1,2019-07-05,2017-04-10,株式会社櫻田記念オピオイド研究所,,301,宮城県,仙台市青葉区,旭ケ丘３丁目８番８号旭晨ハウス２階,,04,101,9810904,,,,,,,2016-01-26,1,,,,,サクラダキネンオピオイドケンキュウショ,0
