7587,1700150020115,01,1,2018-06-04,2015-10-09,ダイアパレスステーションプラザ境町管理組合,,499,群馬県,伊勢崎市,境百々東６－１０管理人室,,10,204,3700116,,,,,,,2015-10-09,1,,,,,ダイアパレスステーシヨンプラザサカイマチカンリクミアイ,0
7588,1700150020123,01,1,2018-06-04,2015-10-09,もろ児童クラブ,,499,群馬県,伊勢崎市,茂呂町２丁目２１５８－１,,10,204,3720034,,,,,,,2015-10-09,1,,,,,モロジドウクラブ,0
7589,1700150020206,01,1,2018-06-04,2015-10-09,桜山第二学童保育クラブ,,499,群馬県,高崎市,棟高町２４８９－１,,10,202,3703521,,,,,,,2015-10-09,1,,,,,サクラヤマダイニガクドウホイククラブ,0
7590,1700150020263,01,1,2018-06-04,2015-10-09,堤ヶ岡第二学童保育クラブ,,499,群馬県,高崎市,中泉町３４－１,,10,202,3703524,,,,,,,2015-10-09,1,,,,,ツツミガオカダイニガクドウホイククラブ,0
7591,1700150020305,01,1,2018-06-04,2015-10-09,南小校区児童育成クラブ,,499,群馬県,高崎市,八島町８２－１１レジデンス高崎１Ｆ,,10,202,3700849,,,,,,,2015-10-09,1,,,,,ミナミシヨウコウクジドウイクセイクラブ,0
7592,1700150020313,01,1,2018-06-04,2015-10-09,吉岡町職員組合,,499,群馬県,北群馬郡吉岡町,大字下野田５６０,,10,345,3703608,,,,,,,2015-10-09,1,,,,,ヨシオカマチシヨクインクミアイ,0
7593,1700150020412,01,1,2018-06-04,2015-10-09,鏑川土地改良区,,499,群馬県,富岡市,富岡１７２６－１,,10,210,3702316,,,,,,,2015-10-09,1,,,,,カブラカワトチカイリヨウク,0
7594,1700150020585,01,1,2018-06-04,2015-10-09,桐生観光協会,,499,群馬県,桐生市,織姫町１－１,,10,203,3760024,,,,,,,2015-10-09,1,,,,,キリユウカンコウキヨウカイ,0
7595,1700150020635,01,1,2018-06-04,2015-10-09,強戸児童クラブ,,499,群馬県,太田市,天良町８５８－２,,10,205,3730051,,,,,,,2015-10-09,1,,,,,ゴウドジドウクラブ,0
7596,1700150020684,01,1,2018-06-22,2015-10-09,利根加用水　土地改良区,,499,群馬県,邑楽郡千代田町,大字下中森４６３－３,,10,523,3700724,,,,,,,2015-10-09,1,,,,,トネカヨウスイトチカイリヨウク,0
15209,2700150020015,01,1,2018-06-05,2015-10-09,中群馬土地改良区,,499,群馬県,前橋市,総社町植野４９８,,10,201,3710851,,,,,,,2015-10-09,1,,,,,ナカグンマトチカイリヨウク,0
15210,2700150020130,01,1,2018-06-05,2015-10-09,伊勢崎市茂呂第二土地区画整理組合,,499,群馬県,伊勢崎市,今泉町２丁目４１０,,10,204,3720031,,,,,,,2015-10-09,1,,,,,イセサキシモロダイニトチクカクセイリクミアイ,0
15211,2700150020205,01,1,2018-06-05,2015-10-09,桜山第一学童保育クラブ,,499,群馬県,高崎市,棟高町２４８９－１,,10,202,3703521,,,,,,,2015-10-09,1,,,,,サクラヤマダイイチガクドウホイククラブ,0
15212,2700150020246,01,1,2018-06-05,2015-10-09,高崎地域農業再生協議会,,499,群馬県,高崎市,新保町１４８２,,10,202,3700018,,,,,,,2015-10-09,1,,,,,タカサキチイキノウギヨウサイセイキヨウギカイ,0
15213,2700150020378,01,1,2018-06-05,2015-10-09,神流川用水土地改良区,,499,群馬県,藤岡市,藤岡１８４８－２３,,10,209,3750024,,,,,,,2015-10-09,1,,,,,カンナガワヨウスイトチカイリヨウク,0
15214,2700150020394,01,1,2018-06-05,2015-10-09,下仁田町職員労働組合,,499,群馬県,甘楽郡下仁田町,大字下仁田６８２,,10,382,3702601,,,,,,,2015-10-09,1,,,,,シモニタマチシヨクインロウドウクミアイ,0
15215,2700150020502,01,1,2018-06-05,2015-10-09,片品村観光協会,,499,群馬県,利根郡片品村,大字鎌田３９６４,,10,443,3780415,,,,,,,2015-10-09,1,,,,,カタシナムラカンコウキヨウカイ,0
15216,2700150020618,01,1,2018-06-05,2015-10-09,群馬県児童館連絡協議会,,499,群馬県,太田市,長手町４８０,,10,205,3730054,,,,,,,2015-10-09,1,,,,,グンマケンジドウカンレンラクキヨウギカイ,0
15217,2700150020675,01,1,2018-06-05,2015-10-09,大泉町坂田古氷土地区画整理組合,,499,群馬県,邑楽郡大泉町,日の出５５－１,,10,524,3700525,,,,,,,2015-10-09,1,,,,,オオイズミマチサカタフルコオリトチクカクセイリクミアイ,0
15218,2700150020683,01,1,2018-06-05,2015-10-09,近藤沼土地改良区,,499,群馬県,館林市,下三林町１５１６－１,,10,207,3740044,,,,,,,2015-10-09,1,,,,,コンドウヌマトチカイリヨウク,0
