105,1011202011782,01,0,2015-10-30,2015-10-05,有限会社セグエラボラトリー,,302,北海道,旭川市,末広東二条６丁目１番２号,,01,204,0718122,,,,,,,2015-10-05,1,,,,,,0
29610,5011202012752,12,0,2017-02-09,2017-02-06,有限会社バング・ア・ゴング,,302,福島県,石川郡古殿町,大字松川字八ケ久保日向３３,,07,505,9638304,,,,,,,2015-10-05,1,,,,,,0
27647,4011202012290,12,1,2018-12-18,2016-01-25,有限会社Ｍコミュニケーション,,302,茨城県,北相馬郡利根町,大字羽根野８８０番地１１９,,08,564,3001636,,,,,,,2015-10-05,1,,,,,エムコミュニケーション,0
36923,5011202012075,01,1,2018-11-16,2015-10-05,有限会社サエグサファーム,,302,茨城県,行方市,玉造甲６５８１番地３,,08,233,3113512,,,,,,,2015-10-05,1,,,,,サエグサファーム,0
394,1011202012186,12,0,2018-04-17,2018-04-11,有限会社ウエストワン,,302,埼玉県,さいたま市南区,大字太田窪２８９１番地,,11,108,3360015,,,,,,,2015-10-05,1,,,,,ウエストワン,0
25554,2011202010949,12,0,2016-05-18,2016-05-12,有限会社ターゲット,,302,埼玉県,久喜市,青毛４丁目１０番地１４,,11,232,3460011,,,,,,,2015-10-05,1,,,,,,0
25555,2011202011261,12,0,2017-05-18,2017-05-08,有限会社山ノ手写真製作所,,302,埼玉県,富士見市,羽沢１丁目７番４５号,,11,235,3540033,,,,,,,2015-10-05,1,,,,,,0
25556,2011202012342,12,0,2017-05-01,2017-04-25,有限会社Ｉｔｅｍｐｉａ　Ｊａｐａｎ,,302,埼玉県,川口市,上青木西１丁目１９－３９－１階,,11,203,3330845,,,,,,,2015-10-05,1,,,,,,0
25557,2011202012656,01,0,2015-11-06,2015-10-05,有限会社プライマルオフィス,,302,埼玉県,鶴ヶ島市,富士見５丁目２０番１０号,,11,241,3502201,,,,,,,2015-10-05,1,,,,,,0
50605,3011202012515,01,0,2015-11-06,2015-10-05,有限会社オフィスあかつき,,302,埼玉県,川口市,芝中田２丁目４番８号,,11,203,3330847,,,,,,,2015-10-05,1,,,,,,0
75661,4011202012489,12,0,2019-03-19,2019-03-11,メカニックモデル有限会社,,302,埼玉県,さいたま市南区,松本２丁目１３番７号,,11,108,3360035,,,,,,,2015-10-05,1,,,,,メカニックモデル,0
100818,5011202011151,12,0,2018-02-14,2018-02-07,有限会社ジャパンエンターテイメント,,302,埼玉県,川口市,三ツ和１丁目２４番地の１５勅使河原貸倉庫,,11,203,3340011,,,,,,,2015-10-05,1,,,,,,0
150688,7011202010622,12,0,2017-11-14,2017-11-06,貴千代産業有限会社,,302,埼玉県,所沢市,大字山口２８１６番地６,,11,208,3591145,,,,,,,2015-10-05,1,,,,,,0
175792,8011202010456,21,0,2016-11-21,2016-11-14,有限会社ラグタイム,,302,埼玉県,所沢市,元町２８番９－１９０８号,,11,208,3591121,,,2016-11-14,01,,,2015-10-05,1,,,,,,0
175793,8011202011355,12,0,2018-02-19,2018-02-14,有限会社ビレッジ,,302,埼玉県,和光市,新倉２丁目１０番６５号－３０１,,11,229,3510115,,,,,,,2015-10-05,1,,,,,,0
175794,8011202011660,01,0,2015-11-06,2015-10-05,有限会社エムジェイ,,302,埼玉県,蓮田市,御前橋２丁目６番２１号,,11,238,3490125,,,,,,,2015-10-05,1,,,,,,0
175795,8011202012155,01,0,2015-11-06,2015-10-05,有限会社フォースピード,,302,埼玉県,川口市,末広１丁目１６番４７号,,11,203,3320006,,,,,,,2015-10-05,1,,,,,,0
175796,8011202012411,01,0,2015-11-06,2015-10-05,有限会社ヒカル・エコ建築工房,,302,埼玉県,ふじみ野市,東久保１丁目２６番２３－６０９号,,11,245,3560042,,,,,,,2015-10-05,1,,,,,,0
