2194,1430001030002,01,0,2015-10-30,2015-10-05,株式会社聰籐商産,00088430,301,北海道,札幌市豊平区,豊平七条９丁目１番１号,,01,105,0620907,,,,,,,2015-10-05,1,,,,,,0
2195,1430001030010,01,0,2015-10-30,2015-10-05,株式会社テクノネット北海道,,301,北海道,札幌市白石区,南郷通１丁目北１番１９号,,01,104,0030023,,,,,,,2015-10-05,1,,,,,,0
2196,1430001030027,01,0,2015-10-30,2015-10-05,株式会社プリンセス,,301,北海道,札幌市西区,二十四軒二条４丁目６番２３号,,01,107,0630802,,,,,,,2015-10-05,1,,,,,,0
2197,1430001030051,01,0,2015-10-30,2015-10-05,アトリエアーキファースト株式会社,,301,北海道,札幌市中央区,宮ケ丘２丁目１番２号,,01,101,0640959,,,,,,,2015-10-05,1,,,,,,0
2198,1430001030068,01,0,2015-10-30,2015-10-05,株式会社トミエイ札幌,,301,北海道,札幌市中央区,大通西１５丁目３番地１２,,01,101,0600042,,,,,,,2015-10-05,1,,,,,,0
2199,1430001030084,01,0,2015-10-30,2015-10-05,ジップコーポレーション株式会社,,301,北海道,札幌市北区,北六条西６丁目２番地第２山崎ビル７階,,01,102,0600806,,,,,,,2015-10-05,1,,,,,,0
2200,1430001030101,12,0,2020-04-07,2020-04-01,共栄舗道株式会社,,301,北海道,札幌市中央区,宮の森四条５丁目１番１ー５０５号,,01,101,0640954,,,,,,,2015-10-05,1,,,,,キョウエイホドウ,0
2201,1430001030118,21,0,2016-02-03,2016-02-01,株式会社光陽建設,,301,北海道,札幌市北区,新琴似八条９丁目２番１５号,,01,102,0010908,,,2016-02-01,21,,,2015-10-05,1,,,,,,0
2202,1430001030126,01,0,2015-10-30,2015-10-05,株式会社丸栄運輸,,301,北海道,札幌市西区,西町南１３丁目１番３０－１１０１号,,01,107,0630062,,,,,,,2015-10-05,1,,,,,,0
2203,1430001030134,21,0,2017-11-07,2017-10-11,株式会社デジタルサイエンス,,301,北海道,札幌市中央区,大通西１３丁目４番地１０４,,01,101,0600042,,,2017-10-11,11,3430001000325,平成２９年１０月１日札幌市中央区大通西十三丁目４番地１０４株式会社アイレックス（3430001000325）に合併し解散,2015-10-05,1,,,,,,0
2204,1430001030175,12,1,2019-01-17,2019-01-15,株式会社テイサン,,301,北海道,札幌市中央区,北一条西８丁目２番地４０,,01,101,0600001,,,,,,,2015-10-05,1,,,,,テイサン,0
2205,1430001030183,01,0,2015-10-30,2015-10-05,株式会社ベルナ,,301,北海道,札幌市北区,新川五条３丁目３番１８号,,01,102,0010925,,,,,,,2015-10-05,1,,,,,,0
2206,1430001030191,01,0,2015-10-30,2015-10-05,コミュニティハウスコーポレーション北海道株式会社,,301,北海道,札幌市中央区,北五条西２６丁目１番７号,,01,101,0640825,,,,,,,2015-10-05,1,,,,,,0
2207,1430001030200,01,0,2015-10-30,2015-10-05,株式会社ソリューショングループ,,301,北海道,札幌市北区,北二十一条西４丁目２番１８号,,01,102,0010021,,,,,,,2015-10-05,1,,,,,,0
2208,1430001030225,21,0,2016-03-03,2016-03-01,株式会社札幌陸運,,301,北海道,札幌市手稲区,西宮の沢一条２丁目２番１８号,,01,109,0060001,,,2016-03-01,01,,,2015-10-05,1,,,,,,0
2209,1430001030233,01,0,2015-10-30,2015-10-05,株式会社マーケットメイク,,301,北海道,札幌市中央区,南十四条西１１丁目１番３号,,01,101,0640914,,,,,,,2015-10-05,1,,,,,,0
2210,1430001030241,01,0,2015-10-30,2015-10-05,若山工業株式会社,,301,北海道,札幌市北区,新琴似町７９３番地７１,,01,102,0010915,,,,,,,2015-10-05,1,,,,,,0
2211,1430001030266,01,1,2019-07-10,2015-10-05,株式会社タカヒロ,,301,北海道,札幌市中央区,北十五条西１９丁目１番１３号,,01,101,0600015,,,,,,,2015-10-05,1,,,,,タカヒロ,0
2212,1430001030274,01,1,2020-04-27,2015-10-05,株式会社Ｈｕｍａｎ－ｓｙｓｔｅｍ　Ｊａｐａｎ,,301,北海道,札幌市手稲区,稲穂三条２丁目１１番７号,,01,109,0060033,,,,,,,2015-10-05,1,,,,,ヒューマンシステムジャパン,0
2213,1430001030299,01,0,2015-10-30,2015-10-05,株式会社アルク,,301,北海道,札幌市白石区,北郷八条８丁目１０番１７号,,01,104,0030838,,,,,,,2015-10-05,1,,,,,,0
2214,1430001030308,01,0,2015-10-30,2015-10-05,サンバースト株式会社,,301,北海道,札幌市白石区,中央一条５丁目８番２号,,01,104,0030011,,,,,,,2015-10-05,1,,,,,,0
2215,1430001030316,01,0,2015-10-30,2015-10-05,株式会社トミーウォーカー,,301,北海道,札幌市豊平区,平岸三条５丁目６番５－１０２号,,01,105,0620933,,,,,,,2015-10-05,1,,,,,,0
2216,1430001030324,01,0,2015-10-30,2015-10-05,イトペン株式会社,,301,北海道,札幌市東区,北丘珠四条２丁目１番２０号,,01,103,0070884,,,,,,,2015-10-05,1,,,,,,0
2217,1430001030332,01,0,2015-10-30,2015-10-05,メトロポリタン株式会社,,301,北海道,札幌市中央区,北五条西２８丁目１番８号ザ・プログレスⅡ３階,00088432,01,101,0640825,,,,,,,2015-10-05,1,,,,,,0
2218,1430001030340,01,1,2019-09-09,2015-10-05,株式会社北海道新聞佐藤販売所,,301,北海道,札幌市西区,八軒五条西１丁目１番４号,,01,107,0630845,,,,,,,2015-10-05,1,,,,,ホッカイドウシンブンサトウハンバイショ,0
2219,1430001030365,12,0,2016-10-26,2016-10-21,日本シビルエンジ株式会社,,301,北海道,札幌市北区,北十二条西３丁目１番６号,,01,102,0010012,,,,,,,2015-10-05,1,,,,,,0
2220,1430001030373,01,0,2015-10-30,2015-10-05,株式会社プロスパーラッスル,,301,北海道,小樽市,銭函３丁目５１３番地１２,,01,203,0470261,,,,,,,2015-10-05,1,,,,,,0
2221,1430001030381,01,0,2015-10-30,2015-10-05,世紀エアテクノ株式会社,,301,北海道,札幌市清田区,真栄４０９番地３２,,01,110,0040839,,,,,,,2015-10-05,1,,,,,,0
2222,1430001030415,01,0,2015-10-30,2015-10-05,株式会社ドルフィン,,301,北海道,札幌市中央区,北十三条西１５丁目１－１４,,01,101,0600013,,,,,,,2015-10-05,1,,,,,,0
