14,1010501002237,12,0,2018-08-29,2018-08-23,株式会社オバタ商会,,301,岩手県,奥州市,水沢南町４番１６号サンデュエル水沢駅前Ⅱ１００１号室,00114353,03,215,0230851,,,,,,,2015-10-05,1,,,,,オバタショウカイ,0
8160,2010501005809,12,1,2019-11-13,2016-02-03,エス・ケイエンジニアリング株式会社,,301,宮城県,仙台市泉区,南光台２丁目１２番２７号,,04,105,9818003,,,,,,,2015-10-05,1,,,,,エスケイエンジニアリング,0
9220,2010501000660,12,0,2019-07-09,2019-07-04,株式会社あづまや,,301,茨城県,稲敷郡阿見町,大字星の里１３番地４,,08,443,3000326,,,,,,,2015-10-05,1,,,,,アズマヤ,0
9221,2010501007490,12,0,2019-06-03,2019-05-30,株式会社武の井,,301,茨城県,坂東市,猫実７２１番地,,08,228,3060616,,,,,,,2015-10-05,1,,,,,タケノイ,0
18356,3010501005155,12,0,2016-08-19,2016-08-12,株式会社サンズニーク,,301,茨城県,取手市,取手２丁目１３番３０号,,08,217,3020004,,,,,,,2015-10-05,1,,,,,,0
36895,5010501000220,12,0,2019-07-10,2019-07-05,芦澤産業株式会社,,301,茨城県,牛久市,田宮町３６６番地２７,,08,219,3001236,,,,,,,2015-10-05,1,,,,,アシザワサンギョウ,0
46021,6010501002208,12,0,2019-09-06,2019-09-03,オート株式会社,,301,茨城県,結城市,大字北南茂呂３６４番地１,,08,207,3070036,,,,,,,2015-10-05,1,,,,,オート,0
64325,8010501005282,12,0,2018-10-17,2018-10-12,株式会社サービス経済研究所,,301,茨城県,古河市,上辺見４３７番地４,,08,204,3060234,,,,,,,2015-10-05,1,,,,,サービスケイザイケンキュウショ,0
73561,9010501003293,01,1,2018-11-21,2015-10-05,株式会社グローバー,,301,茨城県,土浦市,桜ケ丘町２６番２１号,,08,203,3000832,,,,,,,2015-10-05,1,,,,,グローバー,0
73562,9010501005463,12,1,2020-04-21,2017-09-28,白石段ボール工業株式会社,,301,茨城県,猿島郡境町,大字上小橋１６９番地,,08,546,3060434,,,,,,,2015-10-05,1,,,,,シライシダンボルコウギョウ,0
30038,5010501001301,12,1,2019-11-08,2017-10-03,ＭＡＸ株式会社,,301,栃木県,宇都宮市,幕田町４４７番地８,,09,201,3210157,,,,,,,2015-10-05,1,,,,,マックス,0
191,1010501000240,12,0,2017-10-05,2017-10-02,梓電気株式会社,,301,埼玉県,三郷市,彦成５丁目１４８番地２,,11,237,3410003,,,,,,,2015-10-05,1,,,,,,0
192,1010501000364,12,0,2018-11-20,2018-11-15,株式会社アズテック,,301,埼玉県,川口市,南鳩ヶ谷６丁目９番６号,,11,203,3340013,,,,,,,2015-10-05,1,,,,,アズテック,0
193,1010501007054,01,0,2015-11-06,2015-10-05,大成電子株式会社,,301,埼玉県,越谷市,大字南荻島２７３８番地２,,11,222,3430804,,,,,,,2015-10-05,1,,,,,,0
194,1010501009736,12,0,2019-06-19,2019-06-13,株式会社日米,,301,埼玉県,八潮市,大字鶴ケ曽根１５９６番地１,,11,234,3400802,,,,,,,2015-10-05,1,,,,,ニチベイ,0
195,1010501009752,12,0,2019-04-23,2019-04-17,日新化薬株式会社,,301,埼玉県,川口市,大字芝４３１１番地の６,,11,203,3330866,,,,,,,2015-10-05,1,,,,,ニッシンカヤク,0
25349,2010501001089,12,0,2019-11-08,2019-10-31,イチムラ商工株式会社,,301,埼玉県,吉川市,大字中曽根１６３５番地３,,11,243,3420033,,,,,,,2015-10-05,1,,,,,イチムラショウコウ,0
25350,2010501001353,12,0,2020-04-10,2020-04-06,永幸商事株式会社,,301,埼玉県,草加市,北谷１丁目２３番１１号,,11,221,3400046,,,,,,,2015-10-05,1,,,,,エイコウショウジ,0
25351,2010501001683,01,0,2015-11-06,2015-10-05,江守株式会社,,301,埼玉県,川口市,芝中田２丁目２２番４号,,11,203,3330847,,,,,,,2015-10-05,1,,,,,,0
25352,2010501005924,12,1,2018-05-09,2017-02-14,秋北電工株式会社,,301,埼玉県,八潮市,大瀬５丁目１３番地１,,11,234,3400822,,,,,,,2015-10-05,1,,,,,シュウホクデンコウ,0
25353,2010501006617,01,0,2015-11-06,2015-10-05,株式会社大規模災害救済支援機構,,301,埼玉県,草加市,谷塚上町７０５番地６,,11,221,3400024,,,,,,,2015-10-05,1,,,,,,0
25354,2010501008695,12,0,2018-06-08,2018-06-01,株式会社東洋テクノ,,301,埼玉県,さいたま市浦和区,岸町７丁目９番１７号,,11,107,3300064,,,,,,,2015-10-05,1,,,,,トウヨウテクノ,0
25355,2010501009215,21,0,2018-10-04,2018-09-27,東京クロージング株式会社,,301,埼玉県,幸手市,中１丁目３番３０号,,11,240,3400115,,,2018-09-27,01,,,2015-10-05,1,,,,,トウキョウクロージング,0
25356,2010501009339,01,0,2015-11-06,2015-10-05,株式会社東京中央,,301,埼玉県,草加市,吉町５丁目９番２０号,,11,221,3400017,,,,,,,2015-10-05,1,,,,,,0
714,3010501004719,01,1,2020-06-01,2015-10-05,株式会社三喜商会,,301,埼玉県,さいたま市浦和区,前地３丁目１８番１０号（大橋方）,,11,107,3300053,,,,,,,2015-10-05,1,,,,,ミキショウカイ,0
50399,3010501005048,12,0,2017-05-09,2017-04-27,株式会社キタヒグチ,,301,埼玉県,春日部市,備後東８丁目４９番８号,,11,214,3440032,,,,,,,2015-10-05,1,,,,,,0
50400,3010501006723,12,0,2020-01-28,2020-01-15,セントラルテーピー株式会社,,301,埼玉県,越谷市,中町１０番３１号,,11,222,3430817,,,,,,,2015-10-05,1,,,,,,0
50401,3010501007399,12,1,2019-12-27,2016-04-05,高田製薬株式会社,,301,埼玉県,さいたま市南区,沼影１丁目１１番１号,,11,108,3360027,,,,,,,2015-10-05,1,,,,,タカダセイヤク,0
50402,3010501008513,21,0,2017-02-10,2017-02-06,株式会社東都鑑定,,301,埼玉県,越谷市,千間台西４丁目１番地４５,,11,222,3430041,,,2017-02-06,01,,,2015-10-05,1,,,,,,0
50403,3010501008562,11,1,2018-04-18,2016-05-10,株式会社けあさぽーとかず,,301,埼玉県,さいたま市大宮区,下町１丁目３８番地,,11,103,3300844,,,,,,,2015-10-05,1,,,,,ケアサポートカズ,0
75434,4010501004164,01,1,2018-11-26,2015-10-05,株式会社弘鈴,,301,埼玉県,三郷市,戸ケ崎３丁目２３０番地,,11,237,3410044,,,,,,,2015-10-05,1,,,,,コウレイ,0
75435,4010501004503,12,1,2019-11-27,2015-12-16,株式会社コーホー,,301,埼玉県,川口市,西青木１丁目２３番３号,,11,203,3320035,,,,,,,2015-10-05,1,,,,,コーホー,0
75436,4010501004783,01,0,2015-11-06,2015-10-05,株式会社三永社,,301,埼玉県,越谷市,蒲生東町１１番２９号,,11,222,3430841,,,,,,,2015-10-05,1,,,,,,0
100595,5010501000889,12,0,2018-04-18,2018-04-13,株式会社石川,,301,埼玉県,草加市,草加５丁目９番８号,,11,221,3400043,,,,,,,2015-10-05,1,,,,,イシカワ,0
125422,6010501001746,21,0,2019-01-22,2019-01-11,株式会社エイ・エム建築事務所,,301,埼玉県,さいたま市緑区,東浦和４丁目２３番地１０,,11,109,3360926,,,2019-01-11,01,,,2015-10-05,1,,,,,エイエムケンチクジムショ,0
125423,6010501009319,01,1,2020-01-17,2015-10-05,株式会社東京セイビ,,301,埼玉県,加須市,志多見４４５番地１２,,11,210,3470042,,,,,,,2015-10-05,1,,,,,トウキョウセイビ,0
150424,7010501009565,12,0,2018-09-27,2018-09-21,レンゴー・トッパンコンテナー株式会社,,301,埼玉県,川口市,八幡木２丁目３２番１号,,11,203,3340012,,,,,,,2015-10-05,1,,,,,レンゴートッパンコンテナー,0
175556,8010501000135,12,1,2018-11-09,2016-10-27,株式会社阿部土木建設,,301,埼玉県,八潮市,大字垳５２５番地３,,11,234,3400824,,,,,,,2015-10-05,1,,,,,アベドボクケンセツ,0
175557,8010501004846,12,0,2019-01-24,2019-01-21,株式会社三誠社,,301,埼玉県,さいたま市浦和区,岸町２丁目２番５号,,11,107,3300064,,,,,,,2015-10-05,1,,,,,サンセイシャ,0
175558,8010501006289,12,0,2017-01-20,2017-01-13,鈴清株式会社,,301,埼玉県,越谷市,新越谷１丁目３９７番地,,11,222,3430857,,,,,,,2015-10-05,1,,,,,,0
175559,8010501008005,12,1,2018-04-03,2017-04-27,中央企業株式会社,,301,埼玉県,所沢市,緑町３丁目５番５号,,11,208,3591111,,,,,,,2015-10-05,1,,,,,チュウオウキギョウ,0
175560,8010501008995,12,0,2016-10-21,2016-10-17,株式会社スキルポート,,301,埼玉県,新座市,大和田１丁目５番２０号,,11,230,3520004,,,,,,,2015-10-05,1,,,,,,0
200539,9010501005100,12,0,2015-12-07,2015-12-03,サンアイ商事株式会社,,301,埼玉県,草加市,青柳７丁目３４番１０号,,11,221,3400002,,,,,,,2015-10-05,1,,,,,,0
200540,9010501005190,21,0,2017-08-08,2017-08-01,株式会社サンドー,,301,埼玉県,越谷市,流通団地１丁目２番地１０,,11,222,3430824,,,2017-08-01,01,,,2015-10-05,1,,,,,,0
187,1010501007013,01,1,2019-01-31,2015-10-05,株式会社ソフティア,,301,千葉県,市川市,市川南２丁目９番３２－１０３号,,12,203,2720033,,,,,,,2015-10-05,1,,,,,ソフティア,0
21996,2010501002995,01,0,2015-11-06,2015-10-05,近代興産株式会社,,301,千葉県,市川市,新田１丁目２４番１４号,,12,203,2720035,,,,,,,2015-10-05,1,,,,,,0
21997,2010501003309,21,0,2017-06-01,2017-05-18,株式会社シーズ,,301,千葉県,流山市,野々下６丁目１１７番地の２２,,12,220,2700135,,,2017-05-18,01,,,2015-10-05,1,,,,,,0
21998,2010501004703,12,1,2019-12-25,2017-07-07,三陽工業株式会社,,301,千葉県,八千代市,大和田新田６６６番地６,,12,221,2760046,,,,,,,2015-10-05,1,,,,,サンヨウコウギョウ,0
21999,2010501008381,12,0,2019-11-20,2019-11-15,株式会社寺田,,301,千葉県,松戸市,上本郷３８２番１北松戸パールマンション１０５号,,12,207,2710064,,,,,,,2015-10-05,1,,,,,テラダ,0
43830,3010501000734,01,0,2015-11-06,2015-10-05,株式会社井東商店,,301,千葉県,茂原市,小林１９５０番地,,12,210,2970074,,,,,,,2015-10-05,1,,,,,,0
43831,3010501000750,12,1,2018-07-05,2015-10-06,株式会社池田屋,,301,千葉県,市川市,国府台３丁目１２番６号,,12,203,2720827,,,,,,,2015-10-05,1,,,,,イケダヤ,0
43832,3010501002994,21,0,2019-03-18,2019-03-08,株式会社近代光学出版社,,301,千葉県,柏市,豊四季６１０番地３２,,12,217,2770863,,,2019-03-08,01,,,2015-10-05,1,,,,,キンダイコウガクシュッパンシャ,0
65520,4010501005328,12,0,2016-04-27,2016-04-22,新栄鋼業株式会社,,301,千葉県,市川市,国分３丁目４番１３号,,12,203,2720834,,,,,,,2015-10-05,1,,,,,,0
87233,5010501002456,12,0,2019-11-15,2019-11-12,石丸商事株式会社,,301,千葉県,柏市,酒井根３丁目３番１２号,,12,217,2770053,,,,,,,2015-10-05,1,,,,,イシマルショウジ,0
87234,5010501005228,12,0,2017-07-21,2017-07-18,サンライト工業株式会社,,301,千葉県,千葉市花見川区,南花園２丁目５番４号,,12,102,2620022,,,,,,,2015-10-05,1,,,,,,0
87235,5010501007216,12,1,2018-12-07,2017-12-07,株式会社大輪,,301,千葉県,船橋市,二和東２丁目４番２号,,12,204,2740805,,,,,,,2015-10-05,1,,,,,ダイワ,0
87236,5010501009947,12,0,2019-09-11,2019-09-05,ニューアドバンス株式会社,,301,千葉県,我孫子市,久寺家４７９－７,,12,222,2701163,,,,,,,2015-10-05,1,,,,,ニューアドバンス,0
109059,6010501007149,01,0,2015-11-06,2015-10-05,株式会社大誠,,301,千葉県,浦安市,猫実４丁目４番２７号,,12,227,2790004,,,,,,,2015-10-05,1,,,,,,0
109060,6010501008741,01,1,2019-05-10,2015-10-05,株式会社ＴＦＫ,,301,千葉県,野田市,岩名２０１５番地１５,,12,208,2780055,,,,,,,2015-10-05,1,,,,,ティエフケイ,0
130766,7010501003213,21,0,2019-08-26,2019-08-05,株式会社グット釦,,301,千葉県,市川市,東菅野４丁目２０番１６号,,12,203,2720823,,,2019-08-05,01,,,2015-10-05,1,,,,,グットボタン,0
