5,1000020033219,01,1,2018-04-02,2015-10-05,"紫波町",,201,"岩手県","紫波郡紫波町","紫波中央駅前２丁目３番地１",,03,321,0283318,,,,,,,2015-10-05,1,"Shiwa Town Office","Iwate","2-3-1, Shiwa cho, Shiwa gun",,"シワチョウ",0
6,1000020033227,01,1,2018-04-02,2015-10-05,"矢巾町",,201,"岩手県","紫波郡矢巾町","大字南矢幅第１３地割１２３番地",,03,322,0283615,,,,,,,2015-10-05,1,"Yahaba cho","Iwate","13-123,ooazaminamiyahaba, Yahaba cho",,"ヤハバチョウ",0
7,1000020035017,01,1,2018-04-02,2015-10-05,"軽米町",,201,"岩手県","九戸郡軽米町","大字軽米第１０地割８５番地",,03,501,0286302,,,,,,,2015-10-05,1,"Karumai town","Iwate","10-85 Karumai, Karumai town",,"カルマイマチ",0
8,1000020035033,01,1,2018-04-02,2015-10-05,"野田村",,201,"岩手県","九戸郡野田村","大字野田第２０地割１４番地",,03,503,0288201,,,,,,,2015-10-05,1,"Noda Village","Iwate","20-14,Noda, noda mura,kunohe gun",,"ノダムラ",0
9,1000020038440,01,1,2018-04-02,2015-10-05,"岩手県競馬組合",,201,"岩手県","盛岡市","新庄字上八木田１０",,03,201,0200803,,,,,,,2015-10-05,1,"Iwate Prefecture Horse Racing Association","Iwate","10,Kamiyagita,Shinjo, Morioka shi",,"イワテケンケイバクミアイ",0
3463,2000020033812,01,1,2018-04-02,2015-10-05,"金ケ崎町",,201,"岩手県","胆沢郡金ケ崎町","西根南町２２番地１",,03,381,0294503,,,,,,,2015-10-05,1,"Kanegasaki town","Iwate","22-1 Minamimachi, Nishine Kanegasaki-cho,Isawa-gun",,"カネガサキチョウ",0
3464,2000020034827,01,1,2018-04-02,2015-10-05,"山田町",,201,"岩手県","下閉伊郡山田町","八幡町３番２０号",,03,482,0281341,,,,,,,2015-10-05,1,"yamada town","Iwate","3-20 , hachimancyou, yamada machi , shimohei gun",,"ヤマダマチ",0
3465,2000020034835,01,1,2018-04-02,2015-10-05,"岩泉町",,201,"岩手県","下閉伊郡岩泉町","岩泉字惣畑５９番地５",,03,483,0270501,,,,,,,2015-10-05,1,"Iwaizumi Town","Iwate","59-5,Iwaizumi aza Soubata, Iwaizumi cho,Shimohei gun",,"イワイズミチョウ",0
3466,2000020034843,01,1,2018-04-02,2015-10-05,"田野畑村",,201,"岩手県","下閉伊郡田野畑村","田野畑１４３番地１",,03,484,0288407,,,,,,,2015-10-05,1,"Tanohata Village","Iwate","143-1 Tanohata, Tanohata mura",,"タノハタムラ",0
3467,2000020034851,01,1,2018-04-02,2015-10-05,"普代村",,201,"岩手県","下閉伊郡普代村","第９地割字銅屋１３番地２",,03,485,0288332,,,,,,,2015-10-05,1,"Fudai mura","Iwate","9-13-2, Fudai mura,Shimohei gun",,"フダイムラ",0
3468,2000020038407,12,1,2018-04-02,2016-03-24,"盛岡・紫波地区環境施設組合",,201,"岩手県","紫波郡矢巾町","大字南矢幅第１３地割１２３",,03,322,0283615,,,,,,,2015-10-05,1,"Morioka-Shiwa Environmental Facilities Association","Iwate","13-123, Minamiyahaba, Yahaba cho",,"モリオカシワチクカンキョウシセツクミアイ",0
3469,2000020038539,12,1,2019-03-14,2018-10-01,"岩手県沿岸知的障害児施設組合",,201,"岩手県","宮古市","宮町１丁目１番３０号",,03,202,0270052,,,,,,,2015-10-05,1,"Iwate Prefecture Coastal Institution for Mentally Retarded Children Association","Iwate","1-1-30, Miyamachi, Miyako shi",,"イワテケンエンガンチテキショウガイジシセツクミアイ",0
3470,2000020038547,01,1,2018-04-02,2015-10-05,"盛岡地区衛生処理組合",,201,"岩手県","滝沢市","中鵜飼５５",,03,216,0200654,,,,,,,2015-10-05,1,"Morioka Sanitary Disposal Association","Iwate","55,Nakaukai, Takizawa shi",,"モリオカチクエイセイショリクミアイ",0
3471,2000020038555,01,1,2018-04-02,2015-10-05,"大船渡地区環境衛生組合",,201,"岩手県","大船渡市","猪川町字藤沢口５４－１",,03,203,0220004,,,,,,,2015-10-05,1,"Ofunato Environment and Sanitation Association ","Iwate","54-1,Fuzisawaguchi,Ikawacho, Ofunato shi",,"オオフナトチクカンキョウエイセイクミアイ",0
3472,2000020038563,12,1,2018-04-02,2016-03-24,"盛岡地区広域消防組合",,201,"岩手県","盛岡市","盛岡駅西通１丁目２７－５５",,03,201,0200045,,,,,,,2015-10-05,1,"Morioka Fire Department","Iwate","1-27-55,Moriokaekinishidori, Morioka shi",,"モリオカチクコウイキショウボウクミアイ",0
3473,2000020038679,12,1,2019-03-14,2018-10-01,"宮古地区広域行政組合",,201,"岩手県","宮古市","宮町１丁目１番３０号",,03,202,0270052,,,,,,,2015-10-05,1,"Miyako Wide Area Administrative Association","Iwate","1-1-30, Miyamachi, Miyako shi",,"ミヤコチクコウイキギョウセイクミアイ",0
6939,3000020035246,01,1,2018-04-02,2015-10-05,"一戸町",,201,"岩手県","二戸郡一戸町","高善寺字大川鉢２４番地９",,03,524,0285311,,,,,,,2015-10-05,1,"Ichinohe machi","Iwate","24-9, ohkawabachi, kouzenji, Ichinohe machi, Ninohe gun",,"イチノヘマチ",0
6940,3000020038083,01,1,2018-04-02,2015-10-05,"矢櫃山造林一部事務組合",,201,"岩手県","岩手郡雫石町","千刈田５－１",,03,301,0200541,,,,,,,2015-10-05,1,"Yabitsuyama Forest Administrative Associaton","Iwate","5-1,Sengarida, Shizukuishi cho",,"ヤビツヤマゾウリンイチブジムクミアイ",0
6941,3000020038199,01,1,2018-04-02,2015-10-05,"北上地区広域行政組合",,201,"岩手県","北上市","成田２３地割５５－１",,03,206,0240003,,,,,,,2015-10-05,1,"Kitakami Wide Area Administrative Association","Iwate","23-55-1,Narita, Kitakami shi",,"キタカミチクコウイキギョウセイクミアイ",0
10314,4000020030007,01,1,2018-04-02,2015-10-05,"岩手県",,201,"岩手県","盛岡市","内丸１０番１号",,03,201,0200023,,,,,,,2015-10-05,1,"Iwate Prefecture","Iwate","10-1,Uchimaru, Morioka shi",,"イワテケン",0
10315,4000020032069,01,1,2018-04-02,2015-10-05,"北上市",,201,"岩手県","北上市","芳町１番１号",,03,206,0240095,,,,,,,2015-10-05,1,"Kitakami shi","Iwate","1-1,Yoshicho, Kitakami shi",,"キタカミシ",0
10316,4000020032077,01,1,2018-04-02,2015-10-05,"久慈市",,201,"岩手県","久慈市","川崎町１番１号",,03,207,0280051,,,,,,,2015-10-05,1,"Kuji City","Iwate","1-1,Kawasaki-cho, Kuji city",,"クジシ",0
10317,4000020032085,12,1,2018-04-02,2017-09-04,"遠野市",,201,"岩手県","遠野市","中央通り９番１号",,03,208,0280523,,,,,,,2015-10-05,1,"Tono city","Iwate","9-1,Chuodori, Tono shi",,"トオノシ",0
10318,4000020032093,01,1,2018-04-02,2015-10-05,"一関市",,201,"岩手県","一関市","竹山町７番２",,03,209,0210027,,,,,,,2015-10-05,1,"Ichinoseki City","Iwate","7-2,Takeyama-cho, Ichinoseki-shi",,"イチノセキシ",0
10319,4000020038181,01,1,2018-04-02,2015-10-05,"大船渡地区消防組合",,201,"岩手県","大船渡市","盛町字宇津野沢１５",,03,203,0220003,,,,,,,2015-10-05,1,"Ofunato Fire Department","Iwate","15,Utsunosawa,Sakaricho, Ofunato shi",,"オオフナトチクショウボウクミアイ",0
10320,4000020038628,12,1,2018-04-02,2016-03-24,"釜石大槌地区行政事務組合",,201,"岩手県","釜石市","只越町３丁目９－１３",,03,211,0260021,,,,,,,2015-10-05,1,"Kamaishi Otsuchi Administrative Association","Iwate","3-9-13, Tadakoe-cho, Kamaishi shi",,"カマイシオオツチチクギョウセイジムクミアイ",0
10321,4000020038768,01,1,2018-04-02,2015-10-05,"盛岡市・矢巾町都市計画事業等組合",,201,"岩手県","紫波郡矢巾町","流通センター南２丁目３－８",,03,322,0200891,,,,,,,2015-10-05,1,"Morioka City Yahaba Town City Planning Projects Association","Iwate","2-3-8, Ryutsucenterminami, Yahaba cho",,"モリオカシヤハバチョウトシケイカクジギョウトウクミアイ",0
10322,4000020038784,01,1,2018-04-02,2015-10-05,"気仙広域連合",,201,"岩手県","大船渡市","盛町字宇津野沢１５",,03,203,0220003,,,,,,,2015-10-05,1,"Kesen Region Union","Iwate","15,Utsunosawa,Sakaricho, Ofunato shi",,"ケセンコウイキレンゴウ",0
13782,5000020032051,01,1,2018-04-02,2015-10-05,"花巻市",,201,"岩手県","花巻市","花城町９番３０号",,03,205,0250075,,,,,,,2015-10-05,1,"Hanamaki City","Iwate","9-30,Kajomachi, Hanamaki City",,"ハナマキシ",0
13783,5000020033669,01,1,2018-04-02,2015-10-05,"西和賀町",,201,"岩手県","和賀郡西和賀町","川尻４０地割４０番地７１",,03,366,0295512,,,,,,,2015-10-05,1,"Nishiwaga Town","Iwate","40-40-71,Kawashiri, Wagagun Nishiwaga Town",,"ニシワガマチ",0
13784,5000020038156,01,1,2018-04-02,2015-10-05,"岩手県市町村総合事務組合",,201,"岩手県","盛岡市","山王町４－１",,03,201,0200821,,,,,,,2015-10-05,1,"Iwate Prefectural Municipal Administration Association","Iwate","4-1,Sannou cho, Morioka shi",,"イワテケンシチョウソンソウゴウジムクミアイ",0
13785,5000020038288,01,1,2018-04-02,2015-10-05,"二戸地区広域行政事務組合",,201,"岩手県","二戸市","下斗米字細越２０－１",,03,213,0286102,,,,,,,2015-10-05,1,"Ninohe Wide Area Administrative Association","Iwate","20-1,Hosogoe,Shimotomai, Ninohe shi",,"ニノヘチクコウイキギョウセイジムクミアイ",0
13786,5000020038296,01,1,2018-04-02,2015-10-05,"盛岡北部行政事務組合",,201,"岩手県","八幡平市","平舘第２７地割４９番地",,03,214,0287405,,,,,,,2015-10-05,1,"North Morioka Administrative Association","Iwate","27-49,Tairadate, Hachimantai shi",,"モリオカホクブギョウセイジムクミアイ",0
13787,5000020038750,01,1,2018-04-02,2015-10-05,"岩手県自治会館管理組合",,201,"岩手県","盛岡市","山王町４－１",,03,201,0200821,,,,,,,2015-10-05,1,"Iwate Prefecture Autonomy Hall Management Association","Iwate","4-1,Sanno-cho, Morioka shi",,"イワテケンジチカイカンカンリクミアイ",0
17195,6000020032018,01,1,2018-04-02,2015-10-05,"盛岡市",,201,"岩手県","盛岡市","内丸１２番２号",,03,201,0200023,,,,,,,2015-10-05,1,"Morioka City","Iwate","12-2,Uchimaru, Morioka shi",,"モリオカシ",0
17196,6000020032026,12,1,2019-03-14,2018-10-01,"宮古市",,201,"岩手県","宮古市","宮町１丁目１番３０号",,03,202,0270052,,,,,,,2015-10-05,1,"Miyako City","Iwate","1-1-30, Miyamachi, Miyako shi",,"ミヤコシ",0
17197,6000020032034,01,1,2018-04-02,2015-10-05,"大船渡市",,201,"岩手県","大船渡市","盛町字宇津野沢１５番地",,03,203,0220003,,,,,,,2015-10-05,1,"Ofunato City","Iwate","15,aza Utunosawa,Sakari cho, Ofunato shi",,"オオフナトシ",0
17198,6000020032158,12,1,2018-04-16,2018-04-01,"奥州市",,201,"岩手県","奥州市","水沢大手町１丁目１番地",,03,215,0230053,,,,,,,2015-10-05,1,"Oshu City","Iwate","1-1 Otemachi,Mizusawa, Oshu",,"オウシュウシ",0
17199,6000020032166,01,1,2018-04-02,2015-10-05,"滝沢市",,201,"岩手県","滝沢市","中鵜飼５５",,03,216,0200654,,,,,,,2015-10-05,1,"Takizawa city","Iwate","55, takizawa shi nakaukai",,"タキザワシ",0
17200,6000020034410,01,1,2018-04-02,2015-10-05,"住田町",,201,"岩手県","気仙郡住田町","世田米字川向８８番地１",,03,441,0292311,,,,,,,2015-10-05,1,"Sumita Town","Iwate","88-1 Kawamukai, Setamai, Sumita-cho Kesen-gun",,"スミタチョウ",0
17201,6000020038130,01,1,2018-04-02,2015-10-05,"陸前高田市及び大船渡市営林組合",,201,"岩手県","陸前高田市","高田町字鳴石４２－５陸前高田市役所内",,03,210,0292205,,,,,,,2015-10-05,1,"Rikuzentakata City and Ofunato City Forest Association ","Iwate","42-5,Naruishi,Takata-cho, Rikuzentakata shi",,"リクゼンタカタシオヨビオオフナトシエイリンクミアイ",0
17202,6000020038709,01,1,2018-04-02,2015-10-05,"北上地区消防組合",,201,"岩手県","北上市","柳原町２丁目３番６号",,03,206,0240083,,,,,,,2015-10-05,1,"Kitakami Fire Department ","Iwate","2-3-6,Yanagiharacho, Kitakami shi",,"キタカミチクショウボウクミアイ",0
